LOT-SampleCode;Genus;Species;Family;TreeZone
LOT03-455110/H;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT03-45553/H;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT03-215243/C;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT03-455349/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT03-45572/H;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT03-455442/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT03-456438/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;6
LOT02-18583/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT02-18438/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;4
LOT02-18545/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT02-18591/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT02-18462/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;4
LOT02-18670/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;6
LOT02-18519/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT03-456375/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;6
LOT02-18501/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT02-18581/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT02-18599/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT03-456362/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;6
LOT02-18563/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT02-18682/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;6
LOT02-18495/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;4
LOT02-45588/H;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT02-45587/P;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT02-21516/O;Sphyrospermum;Sphyrospermum buxifolium;Ericaceae;5
LOT03-456420/O;Sphyrospermum;Sphyrospermum cf. buxifolium;Ericaceae;6
LOT02-10502/O;Sphyrospermum;Sphyrospermum cordifolium;Ericaceae;5
LOT02-18592/O;Sphyrospermum;Sphyrospermum cordifolium;Ericaceae;5
LOT02-18652/O;Sphyrospermum;Sphyrospermum cordifolium;Ericaceae;6
LOT02-18659/O;Sphyrospermum;Sphyrospermum cordifolium;Ericaceae;6
LOT02-455100/H;Sphyrospermum;Sphyrospermum cordifolium;Ericaceae;5
LOT02-452143/H;Sphyrospermum;Sphyrospermum cordifolium;Ericaceae;2
LOT03-45447/H;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;4
LOT03-455327/O;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;5
LOT03-45492/H;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;4
LOT03-45492/P;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;4
LOT03-45561/H;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;5
LOT03-455305/O;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;5
LOT03-215242/O;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;5
LOT03-454311/O;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;4
LOT03-455358/O;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;5
LOT03-214217/O;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;4
LOT03-45569/H;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;5
LOT03-455385/O;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;5
LOT03-455411/O;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;5
LOT03-45444/H;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;4
LOT03-45405/C;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;4
LOT03-45421/C;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;4
LOT03-45419/H;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;4
LOT03-45412/H;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;4
LOT03-45431/H;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;4
LOT03-45451/H;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;4
LOT03-45421/H;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;4
LOT03-45405/H;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;4
LOT03-214249/O;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;4
LOT03-45492/F;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;4
LOT03-45492/C;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;4
LOT03-456316/O;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;6
LOT03-456446/O;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;6
LOT03-455339/O;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;5
LOT03-456368/O;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;6
LOT03-455346/O;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;5
LOT03-455334/O;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;5
LOT03-455318/O;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;5
LOT03-456426/O;Sphyrospermum;Sphyrospermum dissimile;Ericaceae;6
LOT02-18475/O;Stelis;Stelis andreettae;Orchidaceae;4
LOT02-18474/O;Stelis;Stelis andreettae;Orchidaceae;4
LOT02-18522/O;Stelis;Stelis andreettae;Orchidaceae;5
LOT02-18590/O;Stelis;Stelis andreettae;Orchidaceae;5
LOT02-18654/O;Stelis;Stelis andreettae;Orchidaceae;6
LOT02-16505/O;Stelis;Stelis andreettae;Orchidaceae;5
LOT02-21181/O;Stelis;Stelis andreettae;Orchidaceae;1
LOT02-18511/O;Stelis;Stelis andreettae;Orchidaceae;5
LOT02-455108/P;Stelis;Stelis andreettae;Orchidaceae;5
LOT02-45415/L;Stelis;Stelis andreettae;Orchidaceae;4
LOT02-36605/O;Stelis;Stelis andreettae;Orchidaceae;6
LOT02-45415/H;Stelis;Stelis andreettae;Orchidaceae;4
LOT02-454126/H;Stelis;Stelis andreettae;Orchidaceae;4
LOT02-455108/H;Stelis;Stelis andreettae;Orchidaceae;5
LOT02-455108/L;Stelis;Stelis andreettae;Orchidaceae;5
LOT02-454126/P;Stelis;Stelis andreettae;Orchidaceae;4
LOT02-21502/O;Stelis;Stelis andreettae;Orchidaceae;5
LOT02-45625/H;Stelis;Stelis andreettae;Orchidaceae;6
LOT02-45415/L;Stelis;Stelis andreettae;Orchidaceae;4
LOT02-455108/L;Stelis;Stelis andreettae;Orchidaceae;5
LOT03-215237/O;Stelis;Stelis argentata;Orchidaceae;5
LOT03-216250/O;Stelis;Stelis argentata;Orchidaceae;6
LOT03-456144/H;Stelis;Stelis argentata;Orchidaceae;6
LOT03-456144/C;Stelis;Stelis argentata;Orchidaceae;6
LOT03-456145/H;Stelis;Stelis cf. pusilla;Orchidaceae;6
LOT03-456145/C;Stelis;Stelis cf. pusilla;Orchidaceae;6
LOT02-18474/O;Stelis;Stelis cuatrecasasii;Orchidaceae;4
LOT02-10511/O;Stelis;Stelis cuatrecasasii;Orchidaceae;5
LOT02-18654/O;Stelis;Stelis cuatrecasasii;Orchidaceae;6
LOT02-18469/O;Stelis;Stelis cuatrecasasii;Orchidaceae;4
LOT02-212111/O;Stelis;Stelis cuatrecasasii;Orchidaceae;2
LOT02-18522/O;Stelis;Stelis cuatrecasasii;Orchidaceae;5
LOT02-213120/O;Stelis;Stelis cuatrecasasii;Orchidaceae;3
LOT02-18577/O;Stelis;Stelis cuatrecasasii;Orchidaceae;5
LOT02-18693/O;Stelis;Stelis cuatrecasasii;Orchidaceae;6
LOT02-21178/O;Stelis;Stelis cuatrecasasii;Orchidaceae;1
LOT02-18580/O;Stelis;Stelis cuatrecasasii;Orchidaceae;5
LOT02-21503/O;Stelis;Stelis cuatrecasasii;Orchidaceae;5
LOT02-45520/H;Stelis;Stelis cuatrecasasii;Orchidaceae;5
LOT02-45520/P;Stelis;Stelis cuatrecasasii;Orchidaceae;5
LOT02-21516/O;Stelis;Stelis cuatrecasasii;Orchidaceae;5
LOT02-21369/O;Stelis;Stelis cuatrecasasii;Orchidaceae;3
LOT02-18648/O;Stelis;Stelis cuencana;Orchidaceae;6
LOT02-18587/O;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-18516/O;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-18512/O;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-10538/O;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-18438/O;Stelis;Stelis cuencana;Orchidaceae;4
LOT02-18521/O;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-18502/O;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-10546/O;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-18471/O;Stelis;Stelis cuencana;Orchidaceae;4
LOT02-18632/O;Stelis;Stelis cuencana;Orchidaceae;6
LOT02-18641/O;Stelis;Stelis cuencana;Orchidaceae;6
LOT02-18478/O;Stelis;Stelis cuencana;Orchidaceae;4
LOT02-18476/O;Stelis;Stelis cuencana;Orchidaceae;4
LOT02-18626/O;Stelis;Stelis cuencana;Orchidaceae;6
LOT02-18560/O;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-18689/O;Stelis;Stelis cuencana;Orchidaceae;6
LOT02-18584/O;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-18409/O;Stelis;Stelis cuencana;Orchidaceae;4
LOT02-18407/O;Stelis;Stelis cuencana;Orchidaceae;4
LOT02-18685/O;Stelis;Stelis cuencana;Orchidaceae;6
LOT02-18563/O;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-18593/O;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-18670/O;Stelis;Stelis cuencana;Orchidaceae;6
LOT02-18547/O;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-18546/O;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-18409/O;Stelis;Stelis cuencana;Orchidaceae;4
LOT02-18527/O;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-10511/O;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-45522/H;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-21654/O;Stelis;Stelis cuencana;Orchidaceae;6
LOT02-21558/O;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-21503/O;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-45526/P;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-45416/H;Stelis;Stelis cuencana;Orchidaceae;4
LOT02-45517/P;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-45526/H;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-45523/P;Stelis;Stelis cuencana;Orchidaceae;5
LOT02-21510/O;Stelis;Stelis cuencana;Orchidaceae;5
LOT01-3495/H1;Stelis;Stelis depauperata;Orchidaceae;0
LOT02-18648/O;Stelis;Stelis distans;Orchidaceae;6
LOT02-21188/O;Stelis;Stelis distans;Orchidaceae;1
LOT02-18694/O;Stelis;Stelis distans;Orchidaceae;6
LOT02-18692/O;Stelis;Stelis distans;Orchidaceae;6
LOT02-213100/O;Stelis;Stelis distans;Orchidaceae;3
LOT02-18591/O;Stelis;Stelis distans;Orchidaceae;5
LOT02-18598/O;Stelis;Stelis distans;Orchidaceae;5
LOT02-18639/O;Stelis;Stelis distans;Orchidaceae;6
LOT02-18408/O;Stelis;Stelis distans;Orchidaceae;4
LOT02-18405/O;Stelis;Stelis distans;Orchidaceae;4
LOT02-18518/O;Stelis;Stelis distans;Orchidaceae;5
LOT02-18565/O;Stelis;Stelis distans;Orchidaceae;5
LOT02-18513/O;Stelis;Stelis distans;Orchidaceae;5
LOT02-18593/O;Stelis;Stelis distans;Orchidaceae;5
LOT02-18512/O;Stelis;Stelis distans;Orchidaceae;5
LOT02-18625/O;Stelis;Stelis distans;Orchidaceae;6
LOT02-18596/O;Stelis;Stelis distans;Orchidaceae;5
LOT02-18626/O;Stelis;Stelis distans;Orchidaceae;6
LOT02-21559/O;Stelis;Stelis distans;Orchidaceae;5
LOT02-45518/H;Stelis;Stelis distans;Orchidaceae;5
LOT02-45519/P;Stelis;Stelis distans;Orchidaceae;5
LOT02-21177/O;Stelis;Stelis formosa;Orchidaceae;1
LOT02-21514/O;Stelis;Stelis formosa;Orchidaceae;5
LOT02-45427/P;Stelis;Stelis formosa;Orchidaceae;4
LOT02-45427/H;Stelis;Stelis formosa;Orchidaceae;4
LOT02-452140/H;Stelis;Stelis formosa;Orchidaceae;2
LOT02-18641/O;Stelis;Stelis ligulata;Orchidaceae;6
LOT02-18583/O;Stelis;Stelis ligulata;Orchidaceae;5
LOT02-18467/O;Stelis;Stelis ligulata;Orchidaceae;4
LOT02-18632/O;Stelis;Stelis ligulata;Orchidaceae;6
LOT02-18588/O;Stelis;Stelis ligulata;Orchidaceae;5
LOT02-18408/O;Stelis;Stelis ligulata;Orchidaceae;4
LOT02-18510/O;Stelis;Stelis ligulata;Orchidaceae;5
LOT02-18591/O;Stelis;Stelis ligulata;Orchidaceae;5
LOT02-18563/O;Stelis;Stelis ligulata;Orchidaceae;5
LOT02-18403/O;Stelis;Stelis ligulata;Orchidaceae;4
LOT02-18593/O;Stelis;Stelis ligulata;Orchidaceae;5
LOT02-18694/O;Stelis;Stelis ligulata;Orchidaceae;6
LOT02-21176/O;Stelis;Stelis ligulata;Orchidaceae;1
LOT02-21655/O;Stelis;Stelis ligulata;Orchidaceae;6
LOT02-45413/H;Stelis;Stelis ligulata;Orchidaceae;4
LOT02-45414/P;Stelis;Stelis ligulata;Orchidaceae;4
LOT02-455151/H;Stelis;Stelis pelycophora;Orchidaceae;5
LOT02-455114/H;Stelis;Stelis pelycophora;Orchidaceae;5
LOT02-451184/P;Stelis;Stelis purpurea;Orchidaceae;1
LOT02-452185/L;Stelis;Stelis purpurea;Orchidaceae;2
LOT02-452185/L;Stelis;Stelis purpurea;Orchidaceae;2
LOT02-451184/H;Stelis;Stelis purpurea;Orchidaceae;1
LOT02-212109/O;Stelis;Stelis purpurea;Orchidaceae;2
LOT02-455152/H;Stelis;Stelis purpurea;Orchidaceae;5
LOT02-18590/O;Stelis;Stelis rutrum;Orchidaceae;5
LOT02-18694/O;Stelis;Stelis rutrum;Orchidaceae;6
LOT02-45431/H;Stelis;Stelis rutrum;Orchidaceae;4
LOT03-456103/C;Stelis;Stelis sp. CC1;Orchidaceae;6
LOT03-21632/H;Stelis;Stelis sp. CC1;Orchidaceae;6
LOT03-456134/H;Stelis;Stelis sp. CC1;Orchidaceae;6
LOT03-456102/C;Stelis;Stelis sp. CC1;Orchidaceae;6
LOT03-21690/O;Stelis;Stelis sp. CC1;Orchidaceae;6
LOT03-455320/O;Stelis;Stelis sp. CC1;Orchidaceae;5
LOT03-456102/H;Stelis;Stelis sp. CC1;Orchidaceae;6
LOT03-456103/H;Stelis;Stelis sp. CC1;Orchidaceae;6
LOT03-456134/C;Stelis;Stelis sp. CC1;Orchidaceae;6
LOT03-21683/O;Stelis;Stelis sp. CC1;Orchidaceae;6
LOT03-216239/O;Stelis;Stelis sp. CC1;Orchidaceae;6
LOT03-456134/P;Stelis;Stelis sp. CC1;Orchidaceae;6
LOT03-21632/C;Stelis;Stelis sp. CC1;Orchidaceae;6
LOT03-215222/O;Stelis;Stelis sp. CC1;Orchidaceae;5
LOT03-21562/O;Stelis;Stelis sp. CC1;Orchidaceae;5
LOT03-456437/O;Stelis;Stelis sp. CC1;Orchidaceae;6
LOT03-456391/O;Stelis;Stelis sp. CC1;Orchidaceae;6
LOT03-456429/O;Stelis;Stelis sp. CC1;Orchidaceae;6
LOT03-456399/O;Stelis;Stelis sp. CC1;Orchidaceae;6
LOT03-21631/H;Stelis;Stelis sp. CC2;Orchidaceae;6
LOT03-21631/C;Stelis;Stelis sp. CC2;Orchidaceae;6
LOT02-456156/H;Stelis;Stelis tempestuosa;Orchidaceae;6
LOT02-456156/P;Stelis;Stelis tempestuosa;Orchidaceae;6
LOT02-18478/O;Stelis;Stelis tempestuosa;Orchidaceae;4
LOT02-18593/O;Stelis;Stelis tempestuosa;Orchidaceae;5
LOT02-21396/O;Stelis;Stelis tempestuosa;Orchidaceae;3
LOT02-45521/P;Stelis;Stelis tempestuosa;Orchidaceae;5
LOT02-45521/H;Stelis;Stelis tempestuosa;Orchidaceae;5
LOT02-21516/O;Stelis;Stelis tempestuosa;Orchidaceae;5
LOT01-3414/H1;Stenospermation;Stenospermation amomifolium;Araceae;0
LOT01-3414/H2;Stenospermation;Stenospermation amomifolium;Araceae;0
LOT03-454105/H;Stenospermation;Stenospermation cf. andreanum;Araceae;4
LOT03-454105/C;Stenospermation;Stenospermation cf. andreanum;Araceae;4
LOT03-45409/H;Stenospermation;Stenospermation cf. densiovulatum;Araceae;4
LOT03-45425/H;Stenospermation;Stenospermation cf. densiovulatum;Araceae;4
LOT03-45491/C;Stenospermation;Stenospermation cf. densiovulatum;Araceae;4
LOT03-45409/C;Stenospermation;Stenospermation cf. densiovulatum;Araceae;4
LOT03-214224/C;Stenospermation;Stenospermation cf. densiovulatum;Araceae;4
LOT03-21493/H;Stenospermation;Stenospermation cf. densiovulatum;Araceae;4
LOT03-214224/H;Stenospermation;Stenospermation cf. densiovulatum;Araceae;4
LOT03-45491/H;Stenospermation;Stenospermation cf. densiovulatum;Araceae;4
LOT01-3486/H1;Stenospermation;Stenospermation lugoanum;Araceae;0
LOT03-45411/H;Stenospermation;Stenospermation sp. CC1;Araceae;4
LOT03-45442/H;Stenospermation;Stenospermation sp. CC1;Araceae;4
LOT01-3427/H2;Struthanthus;Struthanthus cansjerifolius;Loranthaceae;0
LOT01-3427/H1;Struthanthus;Struthanthus cansjerifolius;Loranthaceae;0
LOT03-456129/H;Struthanthus;Struthanthus orbicularis;Loranthaceae;6
LOT03-456129/P;Struthanthus;Struthanthus orbicularis;Loranthaceae;6
LOT03-456129/C;Struthanthus;Struthanthus orbicularis;Loranthaceae;6
LOT03-456447/O;Struthanthus;Struthanthus orbicularis;Loranthaceae;6
LOT03-456436/O;Struthanthus;Struthanthus orbicularis;Loranthaceae;6
LOT03-456423/O;Struthanthus;Struthanthus orbicularis;Loranthaceae;6
LOT02-456133/H;Telipogon;Telipogon bowmanii;Orchidaceae;6
LOT02-455120/H;Telipogon;Telipogon bowmanii;Orchidaceae;5
LOT02-45580/H;Tillandsia;Tillandsia biflora;Bromeliaceae;5
LOT03-455124/C;Tillandsia;Tillandsia buseri;Bromeliaceae;5
LOT03-455124/P;Tillandsia;Tillandsia buseri;Bromeliaceae;5
LOT03-45404/H;Tillandsia;Tillandsia buseri;Bromeliaceae;4
LOT03-455124/H;Tillandsia;Tillandsia buseri;Bromeliaceae;5
LOT03-456148/H;Tillandsia;Tillandsia buseri;Bromeliaceae;6
LOT02-455169/P;Tillandsia;Tillandsia complanata;Bromeliaceae;5
LOT02-45592/H;Tillandsia;Tillandsia complanata;Bromeliaceae;5
LOT02-455168/H;Tillandsia;Tillandsia complanata;Bromeliaceae;5
LOT02-18577/O;Tillandsia;Tillandsia confinis;Bromeliaceae;5
LOT02-18633/O;Tillandsia;Tillandsia confinis;Bromeliaceae;6
LOT02-45671/P;Tillandsia;Tillandsia confinis;Bromeliaceae;6
LOT02-45570/H;Tillandsia;Tillandsia confinis;Bromeliaceae;5
LOT03-45596/H;Tillandsia;Tillandsia delicatula;Bromeliaceae;5
LOT03-45426/C;Tillandsia;Tillandsia delicatula;Bromeliaceae;4
LOT03-455360/O;Tillandsia;Tillandsia delicatula;Bromeliaceae;5
LOT03-45426/H;Tillandsia;Tillandsia delicatula;Bromeliaceae;4
LOT03-45597/P;Tillandsia;Tillandsia delicatula;Bromeliaceae;5
LOT03-45597/H;Tillandsia;Tillandsia delicatula;Bromeliaceae;5
LOT03-45597/C;Tillandsia;Tillandsia delicatula;Bromeliaceae;5
LOT03-45441/H;Tillandsia;Tillandsia delicatula;Bromeliaceae;4
LOT02-45594/H;Tillandsia;Tillandsia delicatula;Bromeliaceae;5
LOT02-213121/O;Tillandsia;Tillandsia denudata;Bromeliaceae;3
LOT02-18548/O;Tillandsia;Tillandsia denudata;Bromeliaceae;5
LOT02-18689/O;Tillandsia;Tillandsia denudata;Bromeliaceae;6
LOT02-45575/H;Tillandsia;Tillandsia denudata;Bromeliaceae;5
LOT02-45575/P;Tillandsia;Tillandsia denudata;Bromeliaceae;5
LOT02-10535/O;Tillandsia;Tillandsia fendleri;Bromeliaceae;5
LOT02-45693/H;Tillandsia;Tillandsia fendleri;Bromeliaceae;6
LOT02-455134/H;Tillandsia;Tillandsia fendleri;Bromeliaceae;5
LOT02-21444/O;Tillandsia;Tillandsia fendleri;Bromeliaceae;4
LOT01-3468/H1;Tillandsia;Tillandsia incurva;Bromeliaceae;0
LOT02-18592/O;Tillandsia;Tillandsia incurva;Bromeliaceae;5
LOT02-45582/H;Tillandsia;Tillandsia incurva;Bromeliaceae;5
LOT02-455155/H;Tillandsia;Tillandsia krukoffiana;Bromeliaceae;5
LOT02-18692/O;Tillandsia;Tillandsia krukoffiana;Bromeliaceae;6
LOT02-21564/O;Tillandsia;Tillandsia krukoffiana;Bromeliaceae;5
LOT03-455130/H;Tillandsia;Tillandsia sp. CC1;Bromeliaceae;5
LOT01-3430/H1;Tovomita;Tovomita weddelliana;Clusiaceae;0
LOT01-3430/H2;Tovomita;Tovomita weddelliana;Clusiaceae;0
LOT03-211245/H;Trichodrymonia;Trichodrymonia sp. CC1;Gesneriaceae;1
LOT03-06639;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;6
LOT03-064109;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06408/H;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06434/H;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06464/H;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06464/D;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06460/T;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06460/H;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06460/D;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06460/D;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06414/T;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06435;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06464/T;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06423;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064143/T;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064143/R;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064143/P;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064143/H;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064143/C;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06407/C;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06460;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06489/P;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-065135/T;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;5
LOT03-065135/R;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;5
LOT03-065135/P;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;5
LOT03-065135/H;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;5
LOT03-065135/D;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;5
LOT03-06494;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06492/H;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06464/P;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06489/R;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06464/R;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06489/H;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06489/D;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06480;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06465/T;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06465/P;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06465/H;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06414/P;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06489/T;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064127/D;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06173;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;1
LOT03-06177;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;1
LOT03-06407/H;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06409/C;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064115/H;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064115/P;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064115/R;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064115/T;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064122/H;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064122/R;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06544;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;5
LOT03-064127/C;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064127/H;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064127/P;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064133/D;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06414/H;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064133/T;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064133/R;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064133/H;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064127/R;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-06413/H;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064129/T;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064129/R;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064129/P;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064129/H;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064129/D;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064129/D;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064127/T;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-064133/P;Trichomanes;Trichomanes cristatum;Hymenophyllaceae;4
LOT03-456142/H;Trichosalpinx;Trichosalpinx cf. carinilabia;Orchidaceae;6
LOT03-456142/C;Trichosalpinx;Trichosalpinx cf. carinilabia;Orchidaceae;6
LOT03-21577/H;Trichosalpinx;Trichosalpinx dependens;Orchidaceae;5
LOT03-21577/C;Trichosalpinx;Trichosalpinx dependens;Orchidaceae;5
