	Ascomycota	Basidiomycota	Chytridiomycota	Mucoromycota	Zoopagomycota	NA
A01426:1224:HWCKFDRX5:1:2101:25690:22404_CONS_SUB_SUB_CMP	34	94	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:25708:11381_CONS_SUB_SUB_CMP	365	5498	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:25708:4304_CONS_SUB_SUB_CMP	84	114	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:25852:33865_CONS_SUB_SUB_CMP	81	7	0	8	0	0
A01426:1224:HWCKFDRX5:1:2101:25889:21371_CONS_SUB_SUB_CMP	323	52	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:25907:20932_CONS_SUB_SUB	764	34	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:2591:21699_CONS_SUB_SUB_CMP	232	15	0	0	0	1313
A01426:1224:HWCKFDRX5:1:2101:25979:2425_CONS_SUB_SUB_CMP	334	74	0	8	0	0
A01426:1224:HWCKFDRX5:1:2101:25997:16360_CONS_SUB_SUB	86	379	0	0	0	5
A01426:1224:HWCKFDRX5:1:2101:26015:18991_CONS_SUB_SUB_CMP	1920	34	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:26015:34616_CONS_SUB_SUB	214	16	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:26096:4288_CONS_SUB_SUB	1187	9	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:26178:27477_CONS_SUB_SUB_CMP	76	20	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:26295:2660_CONS_SUB_SUB	107	121	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:26549:26459_CONS_SUB_SUB_CMP	84	102	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:26549:34131_CONS_SUB_SUB	204	65	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:26576:1423_CONS_SUB_SUB	54	16	0	0	0	2
A01426:1224:HWCKFDRX5:1:2101:26576:4617_CONS_SUB_SUB_CMP	77	14	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:26585:28119_CONS_SUB_SUB_CMP	2131	8	0	133	0	0
A01426:1224:HWCKFDRX5:1:2101:26630:21997_CONS_SUB_SUB_CMP	367	1096	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:26639:1626_CONS_SUB_SUB_CMP	365	24	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:26702:12978_CONS_SUB_SUB_CMP	217	60	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:26738:27164_CONS_SUB_SUB_CMP	257	3	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:26811:15045_CONS_SUB_SUB	2086	881	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:26820:22921_CONS_SUB_SUB_CMP	60	22	0	4	0	0
A01426:1224:HWCKFDRX5:1:2101:26883:36464_CONS_SUB_SUB	239	65	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:26892:8829_CONS_SUB_SUB_CMP	95	16	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:2691:18959_CONS_SUB_SUB_CMP	369	154	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:2691:27539_CONS_SUB_SUB	343	15	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:26973:34867_CONS_SUB_SUB	94	98	0	0	0	1
A01426:1224:HWCKFDRX5:1:2101:27046:21903_CONS_SUB_SUB_CMP	80	9	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:27073:4664_CONS_SUB_SUB	395	15	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:27082:8343_CONS_SUB_SUB	366	44	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:27091:13338_CONS_SUB_SUB_CMP	376	201	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:27154:7780_CONS_SUB_SUB	62	32	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:27172:1799_CONS_SUB_SUB_CMP	137	18	0	24	0	4
A01426:1224:HWCKFDRX5:1:2101:27172:31360_CONS_SUB_SUB	197	11	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:27181:22075_CONS_SUB_SUB_CMP	6179	33	0	2	0	0
A01426:1224:HWCKFDRX5:1:2101:27236:1063_CONS_SUB_SUB_CMP	292	142	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:27254:5196_CONS_SUB_SUB	78	16	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:27308:32878_CONS_SUB_SUB_CMP	2403	18	0	0	0	2
A01426:1224:HWCKFDRX5:1:2101:27362:15374_CONS_SUB_SUB	85	107	0	0	0	6
A01426:1224:HWCKFDRX5:1:2101:27489:25895_CONS_SUB_SUB_CMP	1906	23	0	0	0	4
A01426:1224:HWCKFDRX5:1:2101:27552:5431_CONS_SUB_SUB	263	12	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:27606:20055_CONS_SUB_SUB_CMP	204	8	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:27697:5024_CONS_SUB_SUB	75	17	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:27715:20306_CONS_SUB_SUB_CMP	94	41	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:27950:22748_CONS_SUB_SUB	598	168	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:27977:10019_CONS_SUB_SUB_CMP	2272	29	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:28013:35790_CONS_SUB_SUB	209	20	3	0	0	0
A01426:1224:HWCKFDRX5:1:2101:28040:33708_CONS_SUB_SUB_CMP	385	35	0	2	0	0
A01426:1224:HWCKFDRX5:1:2101:28203:17769_CONS_SUB_SUB	332	8	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:28212:17628_CONS_SUB_SUB_CMP	484	5	0	10	0	0
A01426:1224:HWCKFDRX5:1:2101:28366:25629_CONS_SUB_SUB_CMP	159	30	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:2844:17942_CONS_SUB_SUB_CMP	1118	50	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:28492:24909_CONS_SUB_SUB_CMP	772	7	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:28510:5901_CONS_SUB_SUB	293	8	0	0	0	2
A01426:1224:HWCKFDRX5:1:2101:28565:32362_CONS_SUB_SUB_CMP	2526	32	0	19	0	0
A01426:1224:HWCKFDRX5:1:2101:28583:9659_CONS_SUB_SUB	231	97	0	0	0	4
A01426:1224:HWCKFDRX5:1:2101:28637:15608_CONS_SUB_SUB_CMP	4779	34	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:28836:17143_CONS_SUB_SUB	92	11	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:28953:20854_CONS_SUB_SUB	122	10	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:28962:2268_CONS_SUB_SUB_CMP	342	41	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:28962:4742_CONS_SUB_SUB	298	10	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:28989:9455_CONS_SUB_SUB_CMP	117	2	0	0	0	6
A01426:1224:HWCKFDRX5:1:2101:29098:20008_CONS_SUB_SUB	101	8	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:29107:22373_CONS_SUB_SUB	264	5558	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:29125:8625_CONS_SUB_SUB_CMP	2770	9	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:29188:35446_CONS_SUB_SUB_CMP	120	5	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:29197:5400_CONS_SUB_SUB_CMP	26	22	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:29215:36652_CONS_SUB_SUB	217	12	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:29279:33004_CONS_SUB_SUB_CMP	156	15	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:29297:15092_CONS_SUB_SUB_CMP	4261	608	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:29333:22952_CONS_SUB_SUB	1423	16	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:29369:36072_CONS_SUB_SUB	619	68	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:29378:22999_CONS_SUB_SUB	109	64	0	0	0	4
A01426:1224:HWCKFDRX5:1:2101:29378:7968_CONS_SUB_SUB	867	826	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:29378:9690_CONS_SUB_SUB	258	14	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:29405:3568_CONS_SUB_SUB_CMP	448	16	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:29550:36417_CONS_SUB_SUB	282	8	0	2	0	0
A01426:1224:HWCKFDRX5:1:2101:29586:7607_CONS_SUB_SUB	3203	20	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:29686:20901_CONS_SUB_SUB_CMP	71	10	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:2971:8234_CONS_SUB_SUB_CMP	92	17	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:29875:36793_CONS_SUB_SUB_CMP	138	415	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:29984:22232_CONS_SUB_SUB	96	192	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:30083:19022_CONS_SUB_SUB_CMP	90	47	0	0	0	5
A01426:1224:HWCKFDRX5:1:2101:30092:20979_CONS_SUB_SUB	95	110	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:30264:25817_CONS_SUB_SUB	351	16	0	0	0	3
A01426:1224:HWCKFDRX5:1:2101:30309:8954_CONS_SUB_SUB	3605	114	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:30346:10864_CONS_SUB_SUB	225	6	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:30671:9518_CONS_SUB_SUB_CMP	47	624	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:30689:24205_CONS_SUB_SUB	139	2	0	2	0	0
A01426:1224:HWCKFDRX5:1:2101:30807:14857_CONS_SUB_SUB_CMP	99	154	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:30888:18317_CONS_SUB_SUB_CMP	534	470	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:30924:1971_CONS_SUB_SUB_CMP	310	11	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:3097:21167_CONS_SUB_SUB	759	26	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:30987:18364_CONS_SUB_SUB_CMP	76	21	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:31042:28416_CONS_SUB_SUB_CMP	23	13	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:31159:24706_CONS_SUB_SUB	573	0	0	4	0	0
A01426:1224:HWCKFDRX5:1:2101:31213:11334_CONS_SUB_SUB_CMP	133	6	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:31421:36088_CONS_SUB_SUB	78	18	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:31430:36166_CONS_SUB_SUB_CMP	5022	147	0	42	0	0
A01426:1224:HWCKFDRX5:1:2101:31467:28401_CONS_SUB_SUB	139	4	0	0	0	4
A01426:1224:HWCKFDRX5:1:2101:31476:1329_CONS_SUB_SUB	318	3	0	0	0	13
A01426:1224:HWCKFDRX5:1:2101:31476:13604_CONS_SUB_SUB	114	9	0	0	0	1
A01426:1224:HWCKFDRX5:1:2101:31476:3082_CONS_SUB_SUB_CMP	219	8	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:31476:3114_CONS_SUB_SUB_CMP	318	284	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:31602:4492_CONS_SUB_SUB	75	116	0	7	0	0
A01426:1224:HWCKFDRX5:1:2101:31611:2566_CONS_SUB_SUB_CMP	299	49	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:31647:16845_CONS_SUB_SUB	9284	68	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:31747:28886_CONS_SUB_SUB_CMP	2255	3	0	2	0	4
A01426:1224:HWCKFDRX5:1:2101:31910:6684_CONS_SUB_SUB	134	504	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:31937:23610_CONS_SUB_SUB_CMP	174	4	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:31973:32972_CONS_SUB_SUB	105	86	0	0	0	3
A01426:1224:HWCKFDRX5:1:2101:32018:35399_CONS_SUB_SUB_CMP	909	12	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:32045:24893_CONS_SUB_SUB	384	0	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:32181:14387_CONS_SUB_SUB	313	113	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:32190:6668_CONS_SUB_SUB	1021	7	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:32280:2347_CONS_SUB_SUB	1780	3	0	3	0	10
A01426:1224:HWCKFDRX5:1:2101:32307:29888_CONS_SUB_SUB	1290	3	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:32380:30577_CONS_SUB_SUB	98	5	0	0	0	3
A01426:1224:HWCKFDRX5:1:2101:32488:36401_CONS_SUB_SUB	927	39	0	0	0	2
A01426:1224:HWCKFDRX5:1:2101:32506:27445_CONS_SUB_SUB	47	550	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:32542:1172_CONS_SUB_SUB	270	11	0	2	0	0
A01426:1224:HWCKFDRX5:1:2101:32606:6605_CONS_SUB_SUB_CMP	181	2224	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:32633:6903_CONS_SUB_SUB_CMP	20	6	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:32642:25238_CONS_SUB_SUB_CMP	43	33	0	2	0	0
A01426:1224:HWCKFDRX5:1:2101:3269:5055_CONS_SUB_SUB_CMP	239	43	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:32786:21856_CONS_SUB_SUB	244	4	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:32823:13307_CONS_SUB_SUB	401	64	0	0	0	4
A01426:1224:HWCKFDRX5:1:2101:32850:3740_CONS_SUB_SUB_CMP	205	11	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:3405:10551_CONS_SUB_SUB_CMP	611	251	0	0	0	2
A01426:1224:HWCKFDRX5:1:2101:3459:18067_CONS_SUB_SUB	5953	49	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:3477:14121_CONS_SUB_SUB	297	20	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:3604:26303_CONS_SUB_SUB	137	6	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:3667:10629_CONS_SUB_SUB_CMP	122	14	0	0	0	1
A01426:1224:HWCKFDRX5:1:2101:3667:31109_CONS_SUB_SUB_CMP	445	115	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:3803:15593_CONS_SUB_SUB	262	25	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:3884:18709_CONS_SUB_SUB	586	41	0	1	0	7
A01426:1224:HWCKFDRX5:1:2101:3992:6464_CONS_SUB_SUB	343	733	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:4065:35900_CONS_SUB_SUB	92	27	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:4101:11819_CONS_SUB_SUB	1615	3	0	0	0	2
A01426:1224:HWCKFDRX5:1:2101:4137:3771_CONS_SUB_SUB	94	27	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:4146:28964_CONS_SUB_SUB	56	77	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:4273:2472_CONS_SUB_SUB	307	4	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:4309:30530_CONS_SUB_SUB_CMP	43	3	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:4417:30154_CONS_SUB_SUB	2798	16	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:4580:17910_CONS_SUB_SUB	193	129	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:4779:17722_CONS_SUB_SUB_CMP	429	15	0	0	0	100
A01426:1224:HWCKFDRX5:1:2101:4788:10755_CONS_SUB_SUB_CMP	437	22	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:4842:8531_CONS_SUB_SUB_CMP	431	735	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:4860:3490_CONS_SUB_SUB	15599	210	0	2	0	0
A01426:1224:HWCKFDRX5:1:2101:4933:23124_CONS_SUB_SUB_CMP	90	3	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:5122:2628_CONS_SUB_SUB	271	46	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:5141:34538_CONS_SUB_SUB_CMP	130	9	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:5285:7044_CONS_SUB_SUB_CMP	1616	123	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:5412:14935_CONS_SUB_SUB_CMP	100	23	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:5448:25895_CONS_SUB_SUB_CMP	524	9	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:5511:11819_CONS_SUB_SUB	40	14	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:5529:25003_CONS_SUB_SUB	69	10	0	7	0	0
A01426:1224:HWCKFDRX5:1:2101:5538:32565_CONS_SUB_SUB_CMP	262	33	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:5602:14043_CONS_SUB_SUB_CMP	1690	34	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:5620:1110_CONS_SUB_SUB	38	374	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:5801:11162_CONS_SUB_SUB_CMP	289	44	0	0	0	3
A01426:1224:HWCKFDRX5:1:2101:5846:9424_CONS_SUB_SUB	79	11	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:5864:34820_CONS_SUB_SUB_CMP	148	16	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:5900:28401_CONS_SUB_SUB	1353	7	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:5909:27759_CONS_SUB_SUB_CMP	601	26	0	3	0	0
A01426:1224:HWCKFDRX5:1:2101:6054:13636_CONS_SUB_SUB_CMP	150	12	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:6072:4867_CONS_SUB_SUB_CMP	55	246	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:6108:7279_CONS_SUB_SUB	83	27	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:6144:8406_CONS_SUB_SUB	251	33	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:6180:29606_CONS_SUB_SUB_CMP	642	28	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:6280:22044_CONS_SUB_SUB_CMP	92	6	0	4	0	0
A01426:1224:HWCKFDRX5:1:2101:6343:3458_CONS_SUB_SUB	67	4	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:6352:10081_CONS_SUB_SUB	96	947	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:6406:6010_CONS_SUB_SUB_CMP	198	43	0	4	0	0
A01426:1224:HWCKFDRX5:1:2101:6560:27414_CONS_SUB_SUB	161	35	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:6750:18223_CONS_SUB_SUB_CMP	96	4	0	0	0	1
A01426:1224:HWCKFDRX5:1:2101:6831:25723_CONS_SUB_SUB_CMP	93	85	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:6922:13072_CONS_SUB_SUB	342	7	0	0	0	23
A01426:1224:HWCKFDRX5:1:2101:7220:5854_CONS_SUB_SUB	310	47	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:7265:3145_CONS_SUB_SUB	68	15	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:7328:22545_CONS_SUB_SUB	181	15	0	0	0	3
A01426:1224:HWCKFDRX5:1:2101:7383:1094_CONS_SUB_SUB_CMP	293	259	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:7455:34914_CONS_SUB_SUB	23	5	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:7554:32456_CONS_SUB_SUB	60	17	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:7554:3302_CONS_SUB_SUB	784	16	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:7581:12900_CONS_SUB_SUB	85	24	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:7609:9220_CONS_SUB_SUB_CMP	510	79	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:7627:6496_CONS_SUB_SUB_CMP	816	12	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:7663:16485_CONS_SUB_SUB	773	90	0	48	0	0
A01426:1224:HWCKFDRX5:1:2101:7789:2049_CONS_SUB_SUB_CMP	185	105	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:7789:22404_CONS_SUB_SUB_CMP	334	23	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:7844:28667_CONS_SUB_SUB_CMP	44	688	0	0	0	18
A01426:1224:HWCKFDRX5:1:2101:7979:3004_CONS_SUB_SUB	99	29	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:7979:35916_CONS_SUB_SUB	221	23	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:8024:7185_CONS_SUB_SUB_CMP	1213	134	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:8024:7467_CONS_SUB_SUB	60	25	0	574	0	0
A01426:1224:HWCKFDRX5:1:2101:8115:13197_CONS_SUB_SUB_CMP	83	47	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:8278:3552_CONS_SUB_SUB	38	3	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:8296:4398_CONS_SUB_SUB	66	18	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:8323:2973_CONS_SUB_SUB_CMP	47	3	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:8431:17378_CONS_SUB_SUB_CMP	64	53	0	266	0	0
A01426:1224:HWCKFDRX5:1:2101:8567:7404_CONS_SUB_SUB	1638	10	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:8603:32205_CONS_SUB_SUB	18	12	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:8639:21151_CONS_SUB_SUB	240	76	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:8639:5368_CONS_SUB_SUB_CMP	97	3	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:8648:29997_CONS_SUB_SUB_CMP	491	70	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:8775:3067_CONS_SUB_SUB	789	16	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:8883:8015_CONS_SUB_SUB	513	17	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:8929:14920_CONS_SUB_SUB_CMP	273	41	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:8947:6558_CONS_SUB_SUB_CMP	14	90	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:8974:33411_CONS_SUB_SUB	153	15	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:9001:16517_CONS_SUB_SUB_CMP	107	58	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:9037:12383_CONS_SUB_SUB_CMP	145	60	0	0	0	12
A01426:1224:HWCKFDRX5:1:2101:9100:1908_CONS_SUB_SUB	418	8	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:9109:36276_CONS_SUB_SUB_CMP	359	26	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:9200:16266_CONS_SUB_SUB	927	5	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:9290:3396_CONS_SUB_SUB	171	13	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:9362:23312_CONS_SUB_SUB_CMP	233	8	0	3	0	0
A01426:1224:HWCKFDRX5:1:2101:9471:27571_CONS_SUB_SUB	55	12	0	0	0	5
A01426:1224:HWCKFDRX5:1:2101:9489:33144_CONS_SUB_SUB	750	2	0	0	0	5
A01426:1224:HWCKFDRX5:1:2101:9534:25833_CONS_SUB_SUB	76	36	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:9570:11083_CONS_SUB_SUB_CMP	87	56	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:9579:9189_CONS_SUB_SUB	74	71	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:9616:4147_CONS_SUB_SUB	142	45	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:9625:22451_CONS_SUB_SUB	428	8	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:9643:31313_CONS_SUB_SUB_CMP	118	11	0	0	0	0
A01426:1224:HWCKFDRX5:1:2101:9724:4586_CONS_SUB_SUB	36	64	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:10086:4272_CONS_SUB_SUB	753	105	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:10447:8938_CONS_SUB_SUB	128	40	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:10646:11224_CONS_SUB_SUB	38	2	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:10917:26850_CONS_SUB_SUB_CMP	97	12	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:10981:5541_CONS_SUB_SUB	87	173	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:1099:11036_CONS_SUB_SUB_CMP	557	10	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:11189:10191_CONS_SUB_SUB_CMP	97	98	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:11315:10942_CONS_SUB_SUB_CMP	3070	26	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:1136:30326_CONS_SUB_SUB	17	29	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:11397:5948_CONS_SUB_SUB	16	99	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:11478:1611_CONS_SUB_SUB_CMP	321	40	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:11568:18270_CONS_SUB_SUB_CMP	31	4	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:11822:30389_CONS_SUB_SUB_CMP	109	8	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:11867:32659_CONS_SUB_SUB	192	159	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:12002:19085_CONS_SUB_SUB_CMP	1942	214	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:12038:29731_CONS_SUB_SUB	59	11	0	5	0	0
A01426:1224:HWCKFDRX5:1:2102:12319:2440_CONS_SUB_SUB	108	95	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:12554:30749_CONS_SUB_SUB_CMP	122	47	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:12563:4773_CONS_SUB_SUB_CMP	1104	7	0	0	0	7
A01426:1224:HWCKFDRX5:1:2102:12590:5697_CONS_SUB_SUB_CMP	69	25	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:12599:13823_CONS_SUB_SUB	84	23	0	21	0	0
A01426:1224:HWCKFDRX5:1:2102:12780:32925_CONS_SUB_SUB_CMP	4032	259	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:1289:6574_CONS_SUB_SUB	393	19	0	0	0	4
A01426:1224:HWCKFDRX5:1:2102:12915:12868_CONS_SUB_SUB	779	126	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:12952:6762_CONS_SUB_SUB_CMP	1056	40	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:12970:34006_CONS_SUB_SUB_CMP	639	40	0	0	0	0
A01426:1224:HWCKFDRX5:1:2102:13006:18630_CONS_SUB_SUB_CMP	555	4	0	0	0	0
