"","old_leaf","root","young_leaf"
"1445",48,4,99
"1446",138,39,221
"1447",248,270,116
"1448",123,18,19
"1449",0,5,100
"1450",316,22,22
"1451",0,202,14
"1452",0,145,0
"1453",86,2,53
"1454",20,7638,15
"1455",159,5,61
"1456",19,5052,62
"1457",414,66,245
"1458",2,827,5
"1459",63,178,318
"1460",20,17,134
"1461",4,20,277
"1462",487,6,148
"1463",7,431,6
"1464",0,484,22
"1465",24,1176,11
"1466",5,9,606
"1467",170,24,12
"1468",0,97,8
"1469",30,106,8
"1470",401,23,13
"1471",468,2,471
"1472",1167,1910,575
"1473",185,2,5
"1474",6127,11584,17148
"1475",25,73,85
"1476",188,4156,122
"1477",29,61,10
"1478",131,23,194
"1479",41,2,175
"1480",102,0,0
"1481",834,325,15675
"1482",609,0,25968
"1483",6142,194,151
"1484",153,61,459
"1485",0,95,7
"1486",2394,30,129
"1487",81,3,59
"1488",27,1022,6
"1489",2,168,2
"1490",3,5486,33
"1491",2012,57,3063
"1492",1488,3,452
"1493",149,195,156
"1494",264,347,53
"1495",241,2,0
"1496",0,4029,215
"1497",16,320,4
"1498",26,574,24
"1499",15,156,10
"1500",22,117,0
"1501",69,915,59
"1502",234,14,355
"1503",4,532,0
"1504",65,63,41
"1505",287,429,511
"1506",13594,112,1042
"1507",230,5955,783
"1508",197,21,162
"1509",66,448,11
"1510",3325,2878,1918
"1511",41,313,17
"1512",17,4894,43
"1513",170,36,1204
"1514",10,125,10
"1515",43,279,2
"1516",172,97,165
"1517",1581,396,282
"1518",56,37,113
"1519",55,15,38
"1520",66,128,176
"1521",5,221,2
"1522",1,565,3
"1523",195,0,157
"1524",3717,49,250
"1525",7341,145,26380
"1526",0,260,0
"1527",42,40,38
"1528",45,162,13
"1529",27,52,63
"1530",30,2559,109
"1531",246,50,267
"1532",46,24,255
"1533",204,533,56
"1534",361,1863,56
"1535",61,2,50
"1536",11,85,8
"1537",5392,3180,596
"1538",152,75,283
"1539",41,104,3
"1540",591,16,378
"1541",458,2056,60
"1542",171,166,33
"1543",34,20,151
"1544",42,20,59
"1545",3,4,114
"1546",0,225,3
"1547",111,0,39
"1548",25,1937,3316
"1549",94,7300,42
"1550",585,61,549
"1551",276,575,332
"1552",19,376,110
"1553",557,1257,1166
"1554",11,135,225
"1555",1633,0,0
"1556",2973,28,162
"1557",0,3213,13
"1558",21,297,80
"1559",167,19,121
"1560",3,192,62
"1561",0,0,1730
"1562",43,89,56
"1563",15,0,141
"1564",8,0,191
"1565",92,31,44
"1566",51,75,112
"1567",137,1617,425
"1568",3183,0,0
"1569",204,6,121
"1570",13,141,2
"1571",219,5493,104
"1572",8,90,47
"1573",2133,160,1708
"1574",59,663,0
"1575",6854,57,112
"1576",3,493,10
"1577",1458,1345,342
"1578",24,0,76
"1579",133,0,8
"1580",2266,3677,5235
"1581",38,17,107
"1582",0,524,0
"1583",31,80,10
"1584",17,17,218
"1585",179,6721,126
"1586",8,1650,11
"1587",200,5,126
"1588",84,5,74
"1589",10,764,58
"1590",27,101,101
"1591",4,198,13
"1592",13,697,50
"1593",18,685,293
"1594",48,181,118
"1595",0,490,0
"1596",378,108,670
"1597",191,18,89
"1598",0,7246,59
"1599",46,9,74
"1600",15,85,0
"1601",1170,0,1388
"1602",147,0,24
"1603",12,114,59
"1604",2464,493,252
"1605",35,119,33
"1606",11,695,3
"1607",0,400,0
"1608",58,275,20
"1609",0,297,8
"1610",21,302,5
"1611",5,327,5
"1612",0,7750,47
"1613",1986,6047,107
"1614",16,259,41
"1615",64,126,115
"1616",1121,1867,4408
"1617",4,1096,5
"1618",6,109,23
"1619",270,21,0
"1620",71,52,33
"1621",10,3923,46
"1622",107,50,227
"1623",1047,28,96
"1624",90,68,91
"1625",605,84,94
"1626",465,18,165
"1627",83,317,45
"1628",426,7,178
"1629",101,1121,69
"1630",481,25446,1585
"1631",177,126,15
"1632",103,6,4
"1633",3,367,18
"1634",79,3024,23
"1635",46,33,57
"1636",1000,629,612
"1637",114,3,2
"1638",0,750,4
"1639",0,121,0
"1640",48,540,11
"1641",34,6024,34
"1642",949,0,69
"1643",39,194,28
"1644",5,118,55
"1645",0,102,3
"1646",21,71,214
"1647",204,0,2
"1648",13,141,4
"1649",99,1,23
"1650",312,7891,13
"1651",63,2,44
"1652",371,5185,141
"1653",84,1269,192
"1654",107,3289,20
"1655",43911,531,84485
"1656",35,172,126
"1657",0,124,0
"1658",125,0,0
"1659",68,5,81
"1660",23,14,230
"1661",121,4838,83
"1662",5543,270,503
"1663",4342,6,442
"1664",15,538,7
"1665",577,1323,1446
"1666",69,0,68
"1667",4,5117,23
"1668",25,239,26
"1669",4,6,106
"1670",210,9,70
"1671",5,119,174
"1672",352,488,271
"1673",72,1595,109
"1674",20,227,27
"1675",0,4124,27
"1676",6,2049,17
"1677",456,49,386
"1678",33,11162,110
"1679",1431,46592,1191
"1680",50,7,45
"1681",7,93,20
"1682",43,40,26
"1683",41,14,65
"1684",0,117,0
"1685",41,903,12
"1686",0,194,1
"1687",59,123,108
"1688",285,0,0
"1689",170,179,157
"1690",3620,17078,7898
"1691",34,139,20
"1692",201,110,144
"1693",155,3,30
"1694",4199,20,1087
"1695",41,39,92
"1696",33,125,29
"1697",7,547,3
"1698",39,0,108
"1699",11,1592,4
"1700",0,183,9
"1701",8,1594,25
"1702",177,69,187
"1703",882,1902,1279
"1704",29,110,47
"1705",7,0,143
"1706",244,15,329
"1707",12,8029,5
"1708",301,136,666
"1709",239,26559,847
"1710",110,24,36
"1711",0,425,4
"1712",10,388,4
"1713",9,396,3
"1714",0,133,0
"1715",3664,217,4451
"1716",106,0,0
"1717",3,795,10
"1718",96,139,22
"1719",5,1868,12
"1720",32,108,194
"1721",13,300,15
"1722",9,232,0
"1723",30,49,25
"1724",9,647,4
"1725",6,153,2
"1726",23,90,50
"1727",109,3,29
"1728",29,1481,18
"1729",58,75,163
"1730",27,1022,25
"1731",655,32,58
"1732",231,5,8
"1733",21,75,59
"1734",8,167,0
"1735",1779,1788,2540
"1736",169,16617,222
"1737",706,20,124
"1738",2,192,0
"1739",31,16,150
"1740",475,15614,307
"1741",3,0,113
"1742",1380,124,1580
"1743",33,8879,2945
"1744",1079,307,65
"1745",142,137,99
"1746",0,112,5
"1747",106,0,0
"1748",1511,654,249
"1749",7918,262,425
"1750",12,3,118
"1751",0,3321,33
"1752",4,74,26
"1753",798,28,37
"1754",30,2,1741
"1755",0,7356,31
"1756",3,324,11
"1757",46,285,23
"1758",2,3813,38
"1759",100,4,33
"1760",36,5272,44
"1761",249,888,1427
"1762",69,3,45
"1763",19859,185708,5648
"1764",2067,387,1024
"1765",0,181,2
"1766",3556,13782,7228
"1767",596,941,2005
"1768",56,180,35
"1769",62,220,113
"1770",170,116,227
"1771",346,861,437
"1772",95,305,324
"1773",5,5,707
"1774",649,1987,170
"1775",33,2611,30
"1776",51,96,37
"1777",1204,71,1055
"1778",128,30,76
"1779",147,19,33
"1780",604,70,27
"1781",2,312,2
"1782",8,441,11
"1783",0,853,4
"1784",0,7,94
"1785",7,206,4
"1786",144,0,2
"1787",6,121,13
"1788",218,50,108
"1789",275,28,26
"1790",2884,19,12230
"1791",139,149,7
"1792",0,159,0
"1793",2,130,0
"1794",47,11,132
"1795",213,148,171
"1796",0,225,2
"1797",0,39517,0
"1798",0,246,0
"1799",0,107,0
"1800",81,0,185
"1801",768,95,4740
"1802",6,121,47
"1803",26,329,35
"1804",11,113,45
"1805",633,17,68
"1806",1121,13,90
"1807",66,1668,139
"1808",79,98,179
"1809",61,37,15
"1810",225,4,0
"1811",25,5280,36
"1812",8,208,12
"1813",198,0,192
"1814",143,328,996
"1815",125,0,59
"1816",0,115,10
"1817",85,64,186
"1818",4,570,0
"1819",560,19,9073
"1820",536,15,327
"1821",147,0,5
"1822",232,39,0
"1823",23,581,16
"1824",56,360,34
"1825",743,4,64
"1826",96,5,27
"1827",123,21,61
"1828",4,107,12
"1829",10,926,0
"1830",31,27,106
"1831",19,5067,38
"1832",264,31,509
"1833",0,1864,3
"1834",87,37,42
"1835",322,773,675
"1836",2278,180,98
"1837",19,97,17
"1838",15,792,8
"1839",216,21,33
"1840",77,43,39
"1841",8,1730,69
"1842",202,13,8
"1843",10,63,40
"1844",59,1133,13
"1845",37,39,40
"1846",29,0,416
"1847",18,492,20
"1848",596,1331,278
"1849",4365,15,85
"1850",0,1,127
"1851",4,153,67
"1852",296,0,0
"1853",0,147,9
"1854",52,96,1
"1855",137,55,727
"1856",11,2,186
"1857",79,49,82
"1858",56,55,1686
"1859",18,78,27
"1860",31,0,154
"1861",138,0,3
"1862",706,830,2170
"1863",1181,202,310
"1864",763,595,87
"1865",27,42,39
"1866",172,2,25
"1867",23,35,51
"1868",19,573,5
"1869",2686,155,2597
"1870",262,942,536
"1871",87,37,3
"1872",2108,0,40
"1873",10,579,11
"1874",100,22895,2436
"1875",0,1982,0
"1876",353,296,6166
"1877",0,233,6
"1878",820,9,42
"1879",9,2,158
"1880",5229,192,4299
"1881",0,151,13
"1882",241,4,92
"1883",31,21,259
"1884",44,1582,44
"1885",1708,710,1436
"1886",94,276,111
"1887",6729,2780,133
"1888",264,1,45
"1889",997,63,1730
"1890",29,13,140
"1891",0,2405,0
"1892",439,2,6
"1893",0,536,3
"1894",7,3,617
"1895",2,206,8
"1896",161,1241,191
"1897",2,149,4
"1898",7,0,123
"1899",1966,0,0
"1900",5770,0,440
"1901",314,430,64
"1902",46,1,171
"1903",15,266,16
"1904",74,1933,77
"1905",14,610,16
"1906",23,36,62
"1907",50,20,68
"1908",189,33888,149
"1909",113,76,272
"1910",23,42,112
"1911",5090,30,30
"1912",344,20,490
"1913",268,8240,256
"1914",32,3069,6
"1915",1108,24,3504
"1916",0,210,23
"1917",40,137,21
"1918",90,0,624
"1919",805,5,17
"1920",528,9845,291
"1921",5,320,1
"1922",205,64,28
"1923",39,14291,163
"1924",540,975,742
"1925",0,192,0
"1926",14,1520,29
"1927",11,115,8
"1928",45,3,52
"1929",52,107,81
"1930",26,31,65
"1931",144,345,28
"1932",4,147,2
"1933",38,15751,80
"1934",10,1677,9
"1935",824,460,466
"1936",193,2,147
"1937",67,216,224
"1938",1,181,0
"1939",226529,4659,100098
"1940",89,25,121
"1941",2428,81,83
"1942",230,15,97
"1943",38,67,89
"1944",24,77,19
"1945",237,1869,332
"1946",6,0,116
"1947",75,11,73
"1948",51,38,12
"1949",0,100,0
"1950",444,0,7
"1951",426,792,990
"1952",90,18,28
"1953",119,140,43
"1954",67,51,251
"1955",130,22,95
"1956",392,308,15
"1957",14,41,78
"1958",228,22,548
"1959",76,22,177
"1960",0,132,5
"1961",0,441,0
"1962",39,11,51
"1963",86,15,172
"1964",38,53,24
"1965",64,80,118
"1966",280,1,8
"1967",249,11,81
"1968",4,148,5
"1969",296,11,599
"1970",0,174,0
"1971",328,9,4
"1972",0,286,0
"1973",22,239,12
"1974",97,273,166
"1975",0,1135,0
"1976",513,8,0
"1977",156,215,345
"1978",43,11,112
"1979",39,1125,19
"1980",2632,130,56
"1981",282,4,291
"1982",421,18,84
"1983",857,2,230
"1984",2410,15341,4306
"1985",0,0,183
"1986",1369,883,779
"1987",49,90,68
"1988",41,39,68
"1989",19,96,62
"1990",606,200,41
"1991",24,183,25
"1992",9,2703,4
"1993",0,1674,0
"1994",11,26343,102
"1995",1044,1108,3196
"1996",4689,36,96
"1997",82,2,318
"1998",688,32737,426
"1999",0,494,0
"2000",57,129,135
"2001",62,100,130
"2002",210,11,540
"2003",113,14,3
"2004",0,198,2
"2005",532,269,1200
"2006",194,1,4
"2007",32,48,25
"2008",68,2,121
"2009",115,135,10
"2010",0,158,0
"2011",56,871,129
"2012",57,253,394
"2013",21,645,49
"2014",32,4713,56
"2015",20,0,412
"2016",89,377,7
"2017",38,122,79
"2018",136,58,9
"2019",168,2596,424
"2020",428,867,1275
"2021",1117,6,179
"2022",2,3428,37
"2023",51,94,83
"2024",907,336,653
"2025",5,97,0
"2026",7,0,110
"2027",39,1372,68
"2028",5,91,6
"2029",120,198,338
"2030",43,697,92
"2031",55,91,85
"2032",107,44,107
"2033",131,36,42
"2034",0,181,0
"2035",39,49,18
"2036",2258,24,55
"2037",11,28,98
"2038",28,26,157
"2039",2062,6,35
"2040",0,151,0
"2041",204,1,280
"2042",1322,5,24
"2043",158,89,32
"2044",0,36858,514
"2045",202,85,203
"2046",0,555,37
"2047",1,143,10
"2048",1064,44,179
"2049",1810,13,170
"2050",0,207,8
"2051",3,245,5
"2052",1000,74,463
"2053",4,173,4
"2054",124,2,384
"2055",155,40393,417
"2056",175,0,0
"2057",0,136,0
"2058",244,0,3
"2059",68,681,166
"2060",4,688,10
"2061",51,144,84
"2062",1783,12,80
"2063",471,551,12024
"2064",293,15,64
"2065",28,0,74
"2066",113,5,22
"2067",67,223,821
"2068",5277,54,61
"2069",3027,353,13556
"2070",200,131,268
"2071",6,146,10
"2072",10055,590,169
"2073",19,700,20
"2074",11,610,6
"2075",0,9050,118
"2076",204,16,14
"2077",0,176,16
"2078",45,25917,244
"2079",2,106,0
"2080",232,256,36
"2081",6,142,15
"2082",8,326,2
"2083",0,104,0
"2084",0,9725,21
"2085",31,24397,189
"2086",94,518,326
"2087",0,293,0
"2088",0,133,2
"2089",19,71,24
"2090",2527,0,75
"2091",359,2,0
"2092",87,4,14
"2093",15,103,4
"2094",772,17,59
"2095",365,426,252
"2096",1777,4,5
"2097",1381,111,1207
"2098",2,295,28
"2099",21,747,8
"2100",67,3,31
"2101",3,399,34
"2102",0,163,2
"2103",1092,12527,1117
"2104",93,54,193
"2105",62,4150,677
"2106",236,687,29
"2107",54,48,114
"2108",45,20,118
"2109",15,526,14
"2110",0,147,39
"2111",101,4979,71
"2112",9,286,6
"2113",1651,16,313
"2114",183,0,20
"2115",0,532,0
"2116",2,740,0
"2117",0,110,1
"2118",6,1439,25
"2119",5,99,11
"2120",56,14,55
"2121",116,3,167
"2122",293,108,4
"2123",182,50134,537
"2124",4,102,13
"2125",586,204,350
"2126",0,244,0
"2127",17276,27,548
"2128",14,262,2
"2129",92,644,69
"2130",371,0,108
"2131",56,4627,158
"2132",0,178,0
"2133",211,7,93
"2134",39,42,206
"2135",280,11,77
"2136",26,121,27
"2137",0,226,0
"2138",7,139,3
"2139",315,200,743
"2140",989,36,89
"2141",57,33,17
"2142",339,284,1600
"2143",46,54,25
"2144",76,10085,139
"2145",2053,107,2492
"2146",98,31,110
"2147",0,100,2
"2148",16746,6194,35579
"2149",149,1348,122
"2150",0,16601,0
"2151",559,279,50
"2152",5,535,15
"2153",3,609,12
"2154",147,6,16
"2155",578,509,685
"2156",48,161,11
"2157",15,1856,29
"2158",364,581,400
"2159",18,203,20
"2160",5,10,1392
"2161",112,2,0
"2162",202,344,1062
"2163",0,160,3
"2164",0,342,4
"2165",0,232,5
"2166",29,848,0
"2167",128,1619,234
"2168",271,0,16
"2169",78,88,0
"2170",32,80,13
"2171",5046,148,2875
"2172",46,29,139
"2173",252,75,268
"2174",3715,209,112
"2175",5541,36,1893
"2176",94,12500,173
"2177",7,90,6
"2178",3305,20,1943
"2179",247,731,25450
"2180",647,1761,1396
"2181",108,0,66
"2182",6,2,100
"2183",0,680,0
"2184",0,201,0
"2185",0,440,0
"2186",63,164,75
"2187",17,227,32
"2188",14,3634,124
"2189",100,0,0
"2190",51,52,19
"2191",3123,65,111
"2192",24,285,45
"2193",2,121,4
"2194",8,573,18
"2195",52,10099,321
"2196",17,78,136
"2197",53,120,2
"2198",152,41,148
"2199",428,34,358
"2200",22,1285,82
"2201",42,24,71
"2202",1,102,9
"2203",0,11626,48
"2204",129,6,26
"2205",871,391,430
"2206",58,7,53
"2207",13,148,43
"2208",12,1836,38
"2209",12,675,5
"2210",146,3964,116
"2211",281,23648,204
"2212",77,69,33
"2213",88,45,120
"2214",0,0,5091
"2215",0,851,2
"2216",129,2,1362
"2217",11,1027,4
"2218",5019,343,1487
"2219",0,621,0
"2220",18,216,0
"2221",0,1595,14
"2222",4,8,104
"2223",81,86,173
"2224",0,245,6
"2225",1843,41,150
"2226",598,84,736
"2227",134,0,766
"2228",33,7595,467
"2229",8,12,109
"2230",26,946,37
"2231",23,264,16
"2232",126,35,56
"2233",31,305,5
"2234",16,223,40
"2235",5625,75,2825
"2236",13,6346,83
"2237",2850,125,1038
"2238",0,283,0
"2239",6,784,23
"2240",9,123,3
"2241",174,23313,254
"2242",21,38,158
"2243",782,0,68
"2244",0,725,84
"2245",46844,649,37512
"2246",57,51,0
"2247",105,174,130
"2248",96,178,241
"2249",6,0,170
"2250",174,20218,223
"2251",152,32,24
"2252",48,31,65
"2253",99,18,33
"2254",3,86,50
"2255",25,68,46
"2256",30,38111,279
"2257",0,33,229
"2258",16,178,4
"2259",4208,60,860
"2260",119,11,26
"2261",0,926,0
"2262",18055,45,323
"2263",47,120,156
"2264",0,149,4
"2265",53,9,41
"2266",2,683,14
"2267",2464,61,3253
"2268",22,52,29
"2269",19,103,8
"2270",18,1662,56
"2271",91,5,368
"2272",3,130,9
"2273",7,188,47
"2274",1827,336,80
"2275",135,222,84
"2276",35,342,2445
"2277",90,10,117
"2278",70,101,60
"2279",49,153,180
"2280",821,3,145
"2281",152,2332,800
"2282",2277,9,0
"2283",129,2,0
"2284",3449,10,57
"2285",46,36,98
"2286",19,134,14
"2287",102,10,94
"2288",0,65,58
"2289",255,1138,105
"2290",89,21,15
"2291",22,197,28
"2292",288,0,116
"2293",20,1198,20
"2294",35,661,113
"2295",50,114,62
"2296",4118,3368,8362
"2297",258,3773,263
"2298",0,120,0
"2299",2,99,4
"2300",108,2017,25
"2301",127,137,309
"2302",0,143,0
"2303",0,195,0
"2304",85,94,98
"2305",17,758,11
"2306",142,57,679
"2307",29,39,94
"2308",110,25,255
"2309",1198,10,25
"2310",43,96,57
"2311",124369,2106,108301
"2312",9,341,10
"2313",71,10,80
"2314",29,77,31
"2315",34,39,65
"2316",755,378,455
"2317",12,8,271
"2318",40,41,1266
"2319",19,974,26
"2320",252,1511,103
"2321",785,293,584
"2322",62,66,102
"2323",484,4479,746
"2324",0,214,2
"2325",72,3,189
"2326",34,49,72
"2327",118,62882,74
"2328",0,152,10
"2329",2,100,0
"2330",93,560,24
"2331",0,0,175
"2332",219,2,3
"2333",63,10,74
"2334",100,80,137
"2335",5948,95,684
"2336",492,60,508
"2337",63,1,123
"2338",13,774,10
"2339",39,10,126
"2340",5,78,103
"2341",4,504,15
"2342",6169,0,0
"2343",192,4123,401
"2344",52,9431,77
"2345",2685,44,204
"2346",18822,29,862
"2347",6,219,3
"2348",11,218,0
"2349",15,1112,7
"2350",53,413,254
"2351",124,4,45
"2352",12,2150,27
"2353",3,253,7
"2354",37,236,29
"2355",9,641,110
"2356",3067,190,390
"2357",163,278,271
"2358",89,52,99
"2359",112,90,10
"2360",102,0,0
"2361",2317,19,248
"2362",31,78,105
"2363",2234,1272,293
"2364",338,1117,186
"2365",30,2428,406
"2366",185,0,2
"2367",184,96,181
"2368",2,7,175
"2369",3000,703,6973
"2370",736,528,1195
"2371",2706,65,1625
"2372",6,2599,47
"2373",29,39,154
"2374",109,14,57
"2375",406,1177,425
"2376",61,111,134
"2377",1492,22,319
"2378",148,35,35
"2379",1257,13149,8026
"2380",6612,80,3778
"2381",8,22,80
"2382",72,7150,52
"2383",490,1433,206
"2384",0,186,4
"2385",1,312,0
"2386",243,14,0
"2387",405,0,0
"2388",207,303,36
"2389",672,222,5692
"2390",2,407,9
"2391",17,127,9
"2392",3,8542,129
"2393",361,93,390
"2394",70,531,1703
"2395",220,0,0
"2396",7,125,0
"2397",26,11,126
"2398",0,153,0
"2399",302,0,0
"2400",21,8215,42
"2401",0,10,114
"2402",23,90,2
"2403",111,489,736
"2404",21,10,148
"2405",121,70,153
"2406",1,139,0
"2407",17768,0,125
"2408",20,22,66
"2409",552,192,93
"2410",262,232,561
"2411",5920,22321,35674
"2412",36,16514,161
"2413",0,102,2
"2414",229,5,165
"2415",51,14,52
"2416",37,2290,49
"2417",101,42,93
"2418",73,0,39
"2419",174,97,56
"2420",178,417,79
"2421",27,38,48
"2422",114,38,61
"2423",42,246,80
"2424",27,11,1482
"2425",34,2,185
"2426",23,0,179
"2427",47,627,6
"2428",0,1814,0
"2429",0,901,14
"2430",78,4,41
"2431",23,1648,11
"2432",29,2,73
"2433",2,140,5
"2434",5,31,206
"2435",2,262,8
"2436",119804,777,33021
"2437",115,12,5
"2438",11830,358,1148
"2439",891,142,846
"2440",210507,1442,168344
"2441",154,14,49
"2442",55,358,97
"2443",31,44,57
"2444",0,105,1
"2445",197,163,64
"2446",0,5877,0
"2447",214,238,220
"2448",4743,583,1286
"2449",49,20672,205
"2450",89,7,99
"2451",0,0,194
"2452",26,7,68
"2453",40,34,72
"2454",23,19,345
"2455",1246,1853,1971
"2456",734,17,18
"2457",4,799,15
"2458",118,331,40
"2459",371,3662,226
"2460",844,0,75
"2461",67,3312,63
"2462",56,9828,27
"2463",92,277,132
"2464",116,291,0
"2465",18,78,56
"2466",66,0,93
"2467",518,22,3
"2468",0,771,2
"2469",45,241,35
"2470",0,626,10
"2471",1893,2121,2304
"2472",232,0,7
"2473",83,9,57
"2474",18,200,181
"2475",22097,163,249
"2476",57,0,209
"2477",9,168,0
"2478",13,100,6
"2479",252,9,8
"2480",0,152,0
"2481",6384,5986,321
"2482",0,2114,6
"2483",11,337,52
"2484",112,191,25
"2485",82,5792,131
"2486",23,148,8
"2487",550,149,12576
"2488",738,188,155
"2489",289,18,0
"2490",7,1558,29
"2491",33770,55,5787
"2492",31,324,18
"2493",71,9,525
"2494",17059,1263,17341
"2495",21,129,28
"2496",1,135,1
"2497",0,0,281
"2498",1339,4603,3595
"2499",11376,34,25655
"2500",40,117,217
"2501",119,0,0
"2502",8,130,8
"2503",0,0,247
"2504",34,11,93
"2505",4113,94,2307
"2506",209,979,82
"2507",3,390,6
"2508",1,746,30
"2509",120,0,254
"2510",774,0,5
"2511",39,107,72
"2512",19,88,55
"2513",23,20,215
"2514",13,226,8
"2515",47617,4378,121912
"2516",2,804,9
"2517",540,65,186
"2518",59,10,80
"2519",877,164,228
"2520",56,23,83
"2521",539,0,33
"2522",8,2495,5
"2523",137,8,4
"2524",274,509,3562
"2525",6,246,9
"2526",28,6072,59
"2527",39,50,122
"2528",0,102,0
"2529",1,1099,10
"2530",10,840,12
"2531",8684,148,509
"2532",3,140,2
"2533",23,6,72
"2534",25,30,45
"2535",6,52,91
"2536",12,847,5
"2537",14,497,344
"2538",110,3,0
"2539",658,11,461
"2540",33,6383,667
"2541",14,1494,24
"2542",380,6,250
"2543",37,31,40
"2544",530,34,115
"2545",9,123,12
"2546",107,0,167
"2547",0,0,380
"2548",24,2445,26
"2549",21,184,7
"2550",200,418,185
"2551",424,6185,0
"2552",29,90,136
"2553",467,241,173
"2554",12,6,90
"2555",5,712,32
"2556",0,324,0
"2557",20,181,12
"2558",326,36912,436
"2559",0,173,0
"2560",16,715,75
"2561",32,2148,144
"2562",13,109,47
"2563",0,12644,0
"2564",1,236,0
"2565",321,103,420
"2566",57,66,84
"2567",279,1716,43
"2568",42,862,5
"2569",10,216,5
"2570",4033,4818,5761
"2571",156,154,121
"2572",207,7981,2842
"2573",14,450,18
"2574",55,8,41
"2575",6,0,94
"2576",2681,10097,349
"2577",2052,4496,1026
"2578",0,120,0
"2579",3,802,25
"2580",113,0,198
"2581",49,112,71
"2582",525,25,541
"2583",55,81,84
"2584",171,201,376
"2585",797,101,117
"2586",4,3,1422
"2587",3,541,3
"2588",42,16,105
"2589",12,83,46
"2590",152,3,0
"2591",164,31,34
"2592",160,6,8
"2593",107,2677,48
"2594",76,8,79
"2595",136,1311,108
"2596",27,106,4
"2597",150,0,0
"2598",37,54,81
"2599",4,483,18
"2600",16,65,44
"2601",480,27,198
"2602",17127,19,6815
"2603",5050,5,717
"2604",112,0,99
"2605",5,6,1606
"2606",83,133,79
"2607",154,72,15
"2608",48,162,124
"2609",6,87,31
"2610",62,162,44
"2611",309,17,4012
"2612",340,4,8
"2613",55,32,182
"2614",208,219,448
"2615",19,109,81
"2616",0,176,2
"2617",41,14860,6923
"2618",55,8,46
"2619",15,1548,13
"2620",6,156,5
"2621",0,6838,0
"2622",388,9,66
"2623",4,2158,26
"2624",72,13,105
"2625",20,537,5
"2626",15,4,104
"2627",0,0,189
"2628",0,1054,128
"2629",62,6351,11
"2630",31,55,35
"2631",752,15,12
"2632",116,64,18
"2633",28,1605,41
"2634",101,2491,109
"2635",7389,17,1074
"2636",58,18,301
"2637",69,6262,277
"2638",112,80,215
"2639",1542,7,145
"2640",9,18,173
"2641",29,582,0
"2642",18,77,21
"2643",172,228,219
"2644",297,104,719
"2645",505,86,110
"2646",0,462,51
"2647",0,500,0
"2648",129,8,0
"2649",146,313,409
"2650",883,0,0
"2651",55,31,68
"2652",3798,0,210
"2653",20,243,19
"2654",6170,3580,1326
"2655",24,14,91
"2656",117,29,18
"2657",15,1818,79
"2658",67,4,58
"2659",3097,11,1687
"2660",106,5,12
"2661",68,8,256
"2662",0,221,0
"2663",32,1,77
"2664",422,2320,1261
"2665",6,226,8
"2666",32,54,576
"2667",43,8551,89
"2668",434,11,285
"2669",113,0,1
"2670",0,0,2210
"2671",17,119,7
"2672",4254,460,3931
"2673",4,241,6
"2674",125,117,175
"2675",1339,151,162
"2676",0,0,266
"2677",3680,2165,299
"2678",4,123,9
"2679",7,8,97
"2680",1,20,122
"2681",5,544,2
"2682",28,170,19
"2683",20,377,15
"2684",281,7,1052
"2685",37,37,26
"2686",25,133,29
"2687",407,320,461
"2688",113,3,20
"2689",95,41,172
"2690",28,15,253
"2691",87,46,344
"2692",202,20,17
"2693",27,1414,69
"2694",97,1487,44
"2695",36,164,12
"2696",12344,7238,7763
"2697",4343,169,2914
"2698",540,3,0
"2699",411,231,675
"2700",1166,876,1364
"2701",221,3,80
"2702",6,1038,2
"2703",245,2,86
"2704",940,351,151
"2705",120,0,97
"2706",2400,1614,2385
"2707",3,239,0
"2708",77,16,7
"2709",130,4328,490
"2710",128,295,106
"2711",321,10515,115
"2712",0,172,0
"2713",12809,1959,1068
"2714",15,35,52
"2715",0,1517,333
"2716",2882,388,64
"2717",80,108,117
"2718",559,10,5
"2719",84,179,102
"2720",100,21240,458
"2721",115,864,51
"2722",3406,60,22
"2723",377,820,603
"2724",97,6,82
"2725",7907,5828,8719
"2726",128,4,7
"2727",280,475,7
"2728",79,55,42
"2729",10,102,58
"2730",1311,61,76
"2731",909,10,766
"2732",122,274,169
"2733",0,112,11
"2734",1172,24,1190
"2735",170,0,905
"2736",0,109,3
"2737",2,1015,0
"2738",192,23,164
"2739",451,33,81
"2740",19,221,16
"2741",0,1002,4
"2742",1481,374,3016
"2743",153,46,61
"2744",22,186,52
"2745",98,16,48
"2746",123,28,96
"2747",6,202,12
"2748",360,269,254
"2749",2,117,0
"2750",384,0,185
"2751",90,36,74
"2752",26,7,136
"2753",96,4,5
"2754",71,7844,46
"2755",62,16231,97
"2756",301,616,787
"2757",33,141,19
"2758",34,54,126
"2759",5605,112,149
"2760",383,359,56
"2761",387,32,147
"2762",1206,146,324
"2763",23,2330,17
"2764",30,20,53
"2765",1629,34,8237
"2766",881,45,176
"2767",2768,13,83
"2768",132,637,291
"2769",176,0,0
"2770",189,6,3
"2771",0,5,236
"2772",65,7,184
"2773",7,440,0
"2774",170,4,16
"2775",661,0,14
"2776",89,46,183
"2777",122,2,10
"2778",4944,174,35941
"2779",0,11365,128
"2780",0,105,0
"2781",231,86,337
"2782",23,7,342
"2783",1440,240,17384
"2784",1,279,10
"2785",0,202,0
"2786",54,44,21
"2787",438,302,36
"2788",35,52,20
"2789",5,1272,14
"2790",173,99,254
