""	"old_leaf"	"root"	"young_leaf"
"2556"	0	3	0
"2557"	1	70	7
"2558"	91	10247	154
"2559"	0	87	0
"2560"	0	58	7
"2561"	0	586	0
"2562"	11	104	40
"2563"	0	345	0
"2564"	0	192	0
"2565"	70	28	82
"2566"	0	57	0
"2567"	0	1466	0
"2568"	0	60	0
"2569"	0	25	0
"2570"	2469	4384	4453
"2571"	55	39	59
"2572"	65	2841	647
"2573"	0	76	0
"2574"	0	6	0
"2575"	4	0	79
"2576"	0	9031	21
"2577"	900	1091	570
"2578"	0	10	0
"2579"	3	2	0
"2580"	97	0	176
"2581"	49	111	69
"2582"	112	22	171
"2583"	26	75	60
"2584"	65	145	178
"2585"	477	93	82
"2586"	4	3	1366
"2587"	0	304	0
"2588"	0	7	5
"2589"	11	51	44
"2590"	0	0	0
"2591"	4	10	0
"2592"	0	3	0
"2593"	29	949	23
"2594"	12	8	72
"2595"	125	264	99
"2596"	0	97	0
"2597"	0	0	0
"2598"	19	20	37
"2599"	4	74	9
"2600"	1	60	33
"2601"	430	21	184
"2602"	15759	19	6368
"2603"	382	0	137
"2604"	77	0	27
"2605"	3	6	1247
"2606"	45	88	54
"2607"	5	33	10
"2608"	10	76	91
"2609"	6	78	24
"2610"	31	35	11
"2611"	309	17	3927
"2612"	0	0	0
"2613"	14	28	31
"2614"	153	63	177
"2615"	10	28	5
"2616"	0	52	0
"2617"	41	5129	25
"2618"	3	5	7
"2619"	0	1371	0
"2620"	6	49	0
"2621"	0	5453	0
"2622"	37	5	53
"2623"	4	711	18
"2624"	0	6	0
"2625"	18	321	5
"2626"	0	0	0
"2627"	0	0	110
"2628"	0	16	0
"2629"	0	3621	0
"2630"	20	40	17
"2631"	703	15	2
"2632"	113	55	18
"2633"	0	277	5
"2634"	55	1759	48
"2635"	0	0	0
"2636"	6	8	0
"2637"	58	4647	261
"2638"	55	46	104
"2639"	4	7	4
"2640"	7	14	160
"2641"	0	38	0
"2642"	2	29	7
"2643"	159	214	171
"2644"	0	93	0
"2645"	0	59	0
"2646"	0	462	0
"2647"	0	0	0
"2648"	0	8	0
"2649"	0	198	0
"2650"	0	0	0
"2651"	10	7	17
"2652"	3591	0	168
"2653"	0	52	0
"2654"	651	1849	821
"2655"	5	13	60
"2656"	3	22	9
"2657"	0	794	64
"2658"	56	4	54
"2659"	64	11	13
"2660"	79	5	9
"2661"	13	7	37
"2662"	0	214	0
"2663"	6	1	66
"2664"	170	1418	518
"2665"	0	120	0
"2666"	11	53	403
"2667"	30	3138	27
"2668"	418	11	234
"2669"	0	0	0
"2670"	0	0	2210
"2671"	17	48	6
"2672"	221	289	901
"2673"	2	156	3
"2674"	11	50	35
"2675"	0	136	0
"2676"	0	0	241
"2677"	3110	2143	180
"2678"	0	10	0
"2679"	6	8	97
"2680"	0	13	115
"2681"	2	62	0
"2682"	9	110	0
"2683"	0	202	5
"2684"	63	7	7
"2685"	0	35	0
"2686"	7	92	22
"2687"	91	117	83
"2688"	18	1	11
"2689"	89	41	140
"2690"	20	6	228
"2691"	48	40	42
"2692"	0	14	0
"2693"	5	769	0
"2694"	0	1029	0
"2695"	23	116	9
"2696"	7669	5635	6476
"2697"	4	69	0
"2698"	0	0	0
"2699"	278	206	343
"2700"	182	258	254
"2701"	196	3	35
"2702"	0	722	0
"2703"	196	2	79
"2704"	0	68	0
"2705"	114	0	93
"2706"	421	472	457
"2707"	0	121	0
"2708"	0	16	0
"2709"	89	1801	411
"2710"	0	71	0
"2711"	278	10441	71
"2712"	0	172	0
"2713"	10793	1110	825
"2714"	4	20	41
"2715"	0	763	0
"2716"	1443	377	0
"2717"	0	37	0
"2718"	533	8	4
"2719"	55	166	65
"2720"	0	8832	0
"2721"	44	586	37
"2722"	0	60	0
"2723"	363	593	556
"2724"	0	5	0
"2725"	1335	1392	1266
"2726"	91	4	2
"2727"	0	99	0
"2728"	68	45	31
"2729"	0	97	0
"2730"	690	52	47
"2731"	0	3	0
"2732"	65	70	34
"2733"	0	0	0
"2734"	1037	24	1034
"2735"	58	0	53
"2736"	0	17	3
"2737"	0	1010	0
"2738"	154	16	130
"2739"	233	29	33
"2740"	4	208	6
"2741"	0	117	0
"2742"	1458	372	2954
"2743"	0	39	0
"2744"	20	186	34
"2745"	9	9	40
"2746"	8	4	0
"2747"	0	157	0
"2748"	19	199	4
"2749"	0	20	0
"2750"	0	0	0
"2751"	10	30	18
"2752"	13	3	117
"2753"	0	0	0
"2754"	40	844	18
"2755"	44	9019	89
"2756"	220	584	478
"2757"	27	88	12
"2758"	16	39	61
"2759"	4600	112	136
"2760"	210	241	48
"2761"	56	26	36
"2762"	141	119	149
"2763"	15	2330	17
"2764"	1	4	6
"2765"	248	24	3539
"2766"	540	40	90
"2767"	0	0	0
"2768"	77	266	60
"2769"	0	0	0
"2770"	0	4	0
"2771"	0	5	236
"2772"	12	5	85
"2773"	7	430	0
"2774"	81	3	9
"2775"	563	0	0
"2776"	47	41	104
"2777"	49	2	10
"2778"	1360	128	11572
"2779"	0	10656	128
"2780"	0	82	0
"2781"	11	49	18
"2782"	18	7	268
"2783"	266	67	215
"2784"	0	155	0
"2785"	0	0	0
"2786"	0	40	5
"2787"	50	137	32
"2788"	12	20	3
"2789"	1	463	9
"2790"	35	26	31
"2791"	73	33531	57
"2792"	0	18	0
"2793"	20	260	4
"2794"	13	47	23
"2795"	124	5	171
"2796"	137	91	172
"2797"	26	104	117
"2798"	48	1324	36
"2799"	0	35	0
"2800"	0	2	200
"2801"	0	27	0
"2802"	8	9455	61
"2803"	3	0	135
"2804"	0	104	0
"2805"	16	267	1
"2806"	1269	26	0
"2807"	3	35	6
"2808"	24	88	0
"2809"	0	0	0
"2810"	0	52	2
"2811"	66	292	9
"2812"	40	916	9133
"2813"	107	0	0
"2814"	35	163	68
"2815"	76	4	66
"2816"	15	2	88
"2817"	528	245	654
"2818"	30	39	10
"2819"	7609	231	12104
"2820"	164	74	208
"2821"	7	741	3
"2822"	642	16292	250
"2823"	511	12	68
"2824"	776	113	4
"2825"	54	189	284
"2826"	4	74	36
"2827"	0	490	0
"2828"	92	15	76
"2829"	0	129	0
"2830"	64	12	12
"2831"	0	19	0
"2832"	0	8	19
"2833"	0	56	0
"2834"	0	129	0
"2835"	27	32	34
"2836"	5	141	14
"2837"	0	322	0
"2838"	0	296	0
"2839"	10	9043	0
"2840"	145	228	219
"2841"	157	11	16
"2842"	41	5005	195
"2843"	10	25	7
"2844"	0	1234	0
"2845"	21	0	29
"2846"	157	1881	167
"2847"	0	72	0
"2848"	8	69	0
"2849"	37	47	172
"2850"	765	252	677
"2851"	111	7	559
"2852"	11	3047	9
"2853"	55	2	15
"2854"	6	4	11
"2855"	40	20	13
"2856"	58	67	74
"2857"	0	155	8
"2858"	0	70	0
"2859"	169	8	73
"2860"	9	54	5
"2861"	0	154	2
"2862"	0	28	0
"2863"	1881	0	206
"2864"	92	42	4
"2865"	19	34	108
"2866"	0	221	0
"2867"	0	41	2
"2868"	0	71	0
"2869"	0	0	0
"2870"	435	8	651
"2871"	22	175	36
"2872"	0	162	0
"2873"	0	4915	0
"2874"	0	2785	7
"2875"	11	28	132
"2876"	4222	1052	23508
"2877"	5	0	20
"2878"	0	5	0
"2879"	0	4	0
"2880"	0	0	0
"2881"	361	43	313
"2882"	2	29	121
"2883"	376	343	234
"2884"	0	43	0
"2885"	0	35	0
"2886"	5	857	17
"2887"	4	166	0
"2888"	2	2	0
"2889"	1	85	0
"2890"	285	33	85
"2891"	798	436	1115
"2892"	95	137	916
"2893"	16	9	63
"2894"	0	37	7
"2895"	0	1676	0
"2896"	37	300	61
"2897"	0	8	0
"2898"	710	423	883
"2899"	0	4	0
"2900"	87	543	2099
"2901"	10	432	51
"2902"	25	107	68
"2903"	0	206	0
"2904"	87	146	96
"2905"	0	0	0
"2906"	0	24	5
"2907"	0	0	0
"2908"	25	21	140
"2909"	335	1039	176
"2910"	195	9	36
"2911"	10	16	7
"2912"	0	14	3
"2913"	212	6	386
"2914"	583	508	846
"2915"	70	22	2938
"2916"	0	0	0
"2917"	0	38	0
"2918"	0	42	0
"2919"	0	304	2
"2920"	3	33	3
"2921"	11	5	248
"2922"	4	33	11
"2923"	0	286	0
"2924"	3	45	5
"2925"	981	278	467
"2926"	332	14	8
"2927"	0	10	2
"2928"	11	92	4
"2929"	0	563	6
"2930"	0	106	22
"2931"	0	117	0
"2932"	0	7	0
"2933"	0	98	0
"2934"	0	44	0
"2935"	0	0	0
"2936"	8	7	6
"2937"	0	83	8
"2938"	13	68	39
"2939"	40	55	52
"2940"	1767	0	311
"2941"	8	84	26
"2942"	6	89	200
"2943"	524	109	312
"2944"	0	42	0
"2945"	0	3	0
"2946"	0	430	3
"2947"	0	0	0
"2948"	1023	251	1006
"2949"	0	16	0
"2950"	41	8	61
"2951"	2	9	0
"2952"	6236	2506	2799
"2953"	54	28	17
"2954"	0	651	0
"2955"	4	6	73
"2956"	282	79	622
"2957"	0	659	0
"2958"	0	3365	8
"2959"	0	4	103
"2960"	255	63	362
"2961"	0	523	0
"2962"	0	89	22
"2963"	0	11	0
"2964"	0	90	4
"2965"	0	106	0
"2966"	0	32	1
"2967"	277	157	660
"2968"	36	4	21
"2969"	0	67	5
"2970"	640	309	264
"2971"	168	45	200
"2972"	31	28	249
"2973"	17	8	21
"2974"	86	2625	164
"2975"	725	1	117
"2976"	104	36	136
"2977"	0	214	2
"2978"	0	696	0
"2979"	7934	17995	23624
"2980"	14	54	39
"2981"	2264	33	32
"2982"	1821	33	425
"2983"	2	0	6
"2984"	0	144	0
"2985"	8	127	24
"2986"	0	1409	0
"2987"	2	75	12
"2988"	190	2	0
"2989"	0	0	0
"2990"	106	27702	199
"2991"	12	22	13
"2992"	13	460	11
"2993"	48	28	80
"2994"	32	108	95
"2995"	0	233	0
"2996"	74	112	2091
"2997"	18	165	385
"2998"	18	278	4
"2999"	0	144	0
"3000"	1	98	5
"3001"	0	98	0
"3002"	3	51	0
"3003"	44	4	109
"3004"	9	7	151
"3005"	8	1091	3
"3006"	99	111	150
"3007"	4	28	25
"3008"	0	71	0
"3009"	49	3	285
"3010"	11	49	24
"3011"	22	13	29
"3012"	538	15	90
"3013"	0	414	0
"3014"	16	5	1
"3015"	0	0	0
"3016"	153	33	35
"3017"	306	19	3661
"3018"	0	4	0
"3019"	71	9161	84
"3020"	0	317	0
"3021"	6	1143	33
"3022"	0	266	0
"3023"	105	36	163
"3024"	13	27	64
"3025"	0	1129	20
"3026"	189	5	154
"3027"	7	56	0
"3028"	40	24	75
"3029"	0	53	0
"3030"	0	154	0
"3031"	237	309	354
"3032"	31	15	34
"3033"	21	7	195
"3034"	0	165	4
"3035"	0	26	0
"3036"	35	23	32
"3037"	0	7	0
"3038"	39030	268	4487
"3039"	472	159	2366
"3040"	5	82	15
"3041"	0	142	0
"3042"	0	2075	0
"3043"	409	0	7
"3044"	1514	1	2
"3045"	0	17	0
"3046"	180	201	11
"3047"	0	7	0
"3048"	4	47	0
"3049"	0	269	0
"3050"	124	92	244
"3051"	77	78	63
"3052"	3459	1075	762
"3053"	871	12	82
"3054"	616	2	45
"3055"	0	2	0
"3056"	0	35	2
"3057"	9	1469	87
"3058"	72	53	1582
"3059"	7	0	540
"3060"	1512	17	182
"3061"	0	244	0
"3062"	22	0	15
"3063"	17	42	21
"3064"	19242	322	130
"3065"	0	646	0
"3066"	0	90	0
"3067"	347	417	7332
"3068"	0	62	18
"3069"	0	1851	10
"3070"	0	17	0
"3071"	0	587	0
"3072"	233	139	76
"3073"	3009	55	86
"3074"	0	160	0
"3075"	0	13	0
"3076"	365	46	766
"3077"	0	0	0
"3078"	18	33	23
"3079"	0	40	0
"3080"	817	2	84
"3081"	0	0	7
"3082"	41	2	104
"3083"	0	147	0
"3084"	0	582	0
"3085"	54	16	17
"3086"	4	103	7
"3087"	0	0	0
"3088"	43	115	17
"3089"	0	1331	0
"3090"	0	151	0
"3091"	665	143	437
"3092"	76	45	139
"3093"	9	79	12
"3094"	0	2937	30
"3095"	0	3	0
"3096"	35	59	38
"3097"	5	247	36
"3098"	2	1	181
"3099"	5	8	72
"3100"	0	27	97
"3101"	7	78	20
"3102"	188	143	211
"3103"	0	143	0
"3104"	44	218	58
"3105"	8	18	52
"3106"	0	61	0
"3107"	5	235	43
"3108"	0	84	0
"3109"	0	888	0
"3110"	10	79	6
"3111"	19	135	31
"3112"	2	37	9
"3113"	12559	3797	22008
"3114"	9	38	3
"3115"	0	18	0
"3116"	17	102	10
"3117"	282	1340	2370
"3118"	0	35	20
"3119"	7	235	133
"3120"	123	151	23
"3121"	40	9	36
"3122"	0	8908	0
"3123"	0	67	0
"3124"	5	74	21
"3125"	0	0	0
"3126"	114	116	6
"3127"	0	123	0
"3128"	0	0	0
"3129"	97	0	0
"3130"	48	113	15
"3131"	1520	32	727
"3132"	0	6	0
"3133"	7	88	10
"3134"	11	556	28
"3135"	986	4080	4200
"3136"	0	63	9
"3137"	41	25	25
"3138"	0	50	4
"3139"	44	234	83
"3140"	0	77	6
"3141"	0	68	0
"3142"	10	11	6
"3143"	1	4	85
"3144"	52	38	275
"3145"	3774	110	452
"3146"	0	1124	5
"3147"	0	257	0
"3148"	7	64	0
"3149"	6	16	22
"3150"	3	8	0
"3151"	27	39	221
"3152"	120	67	128
"3153"	64	3052	8
"3154"	75	1476	427
"3155"	0	1385	0
"3156"	6989	288	292
"3157"	183	0	259
"3158"	93	81	356
"3159"	9	56	96
"3160"	0	518	0
"3161"	0	9	0
"3162"	0	24	0
"3163"	20	1394	79
"3164"	3	152	3
"3165"	38	358	5
"3166"	0	0	0
"3167"	14221	58	717
"3168"	74	42	3
"3169"	0	18	0
"3170"	0	64	3
"3171"	0	1038	0
"3172"	20	21	39
"3173"	42	88	23
"3174"	0	141	2
"3175"	21	61	26
"3176"	91	2	49
"3177"	0	15	0
"3178"	12	2	3
"3179"	12	39	9
"3180"	2	25	8
"3181"	19	67	54
"3182"	70	6	48
"3183"	0	570	0
"3184"	5	3	41
"3185"	0	147	7
"3186"	12	268	5
"3187"	2	45	34
"3188"	0	24	0
"3189"	0	2109	8
"3190"	0	199	0
"3191"	267	22	16
"3192"	0	1354	0
"3193"	0	296	0
"3194"	3	87	2
"3195"	0	86	0
"3196"	141	1427	104
"3197"	2022	275	1208
"3198"	9	30	3
"3199"	0	0	1942
"3200"	0	9	0
"3201"	0	82	11
"3202"	0	202	80
"3203"	23	28	95
"3204"	109	35	45
"3205"	0	88	0
"3206"	0	0	0
"3207"	3712	326	947
"3208"	0	7	0
"3209"	9	630	20
"3210"	0	15	0
"3211"	25	50	56
"3212"	3	2324	9
"3213"	0	130	4
"3214"	58	52	38
"3215"	1871	2069	1732
"3216"	296	0	37
"3217"	0	145	0
"3218"	0	5	0
"3219"	15	357	66
"3220"	69	33	49
"3221"	0	71	0
"3222"	0	46	0
"3223"	4	144	8
"3224"	0	465	29
"3225"	0	26	0
"3226"	1196	1405	1525
"3227"	0	0	0
"3228"	13	893	6
"3229"	122	72	119
"3230"	2	10	16
"3231"	0	128	0
"3232"	0	6	0
"3233"	162	27	95
"3234"	38	126	27
"3235"	0	1	0
"3236"	0	12	0
"3237"	0	0	0
"3238"	2683	58	116
"3239"	27	15	42
"3240"	18	400	0
"3241"	13	6	19
"3242"	0	15	0
"3243"	70	2	242
"3244"	56	168	48
"3245"	257	3	9
"3246"	15	0	15
"3247"	2	105	0
"3248"	0	3	0
"3249"	0	7	0
"3250"	0	3780	26
"3251"	0	49	0
"3252"	0	15	0
"3253"	830	29	21
"3254"	0	1138	0
"3255"	1305	174	242
"3256"	0	11	0
"3257"	18	154	0
"3258"	0	9	4
"3259"	169	1230	187
"3260"	16	9	98
"3261"	3	11	5
"3262"	0	23	12
"3263"	280	96	173
"3264"	407	1209	354
"3265"	5	524	2
"3266"	0	171	0
"3267"	23	339	18
"3268"	14	11	311
"3269"	53	8	38
"3270"	65	189	134
"3271"	303	3028	3261
"3272"	197	243	313
"3273"	59	19	79
"3274"	89	39	21
"3275"	0	218	0
"3276"	28	0	88
"3277"	99	12	45
"3278"	56	72	187
"3279"	1	34	6
"3280"	14	140	2
"3281"	55	0	3335
"3282"	0	3	0
"3283"	11697	180	250
"3284"	0	332	0
"3285"	477	10	0
"3286"	23	2	740
"3287"	13	12	22
"3288"	24	4	41
"3289"	60	764	56
"3290"	0	91	7
"3291"	24	29	113
"3292"	0	0	0
"3293"	7	16	34
"3294"	37	51	82
"3295"	0	413	0
"3296"	0	68	0
"3297"	0	1012	8
"3298"	173	910	33
"3299"	0	284	17
"3300"	81	19	245
"3301"	0	245	0
"3302"	28	10	71
"3303"	86	255	193
"3304"	0	2	0
"3305"	21	37	3
"3306"	53	2	561
"3307"	0	29	0
"3308"	4	36	2
"3309"	0	58	0
"3310"	174	2	193
"3311"	20	1662	4
"3312"	0	60	0
"3313"	17	37	9833
"3314"	0	16	0
"3315"	65	2	55
"3316"	2	1	2
"3317"	2	3	0
"3318"	17	47	23
"3319"	0	23	0
"3320"	7	2478	13
"3321"	3	2713	16
"3322"	2	27	10
"3323"	21	111	564
"3324"	637	1462	1113
"3325"	13	295	13
"3326"	20	16	88
"3327"	38	8	32
"3328"	2	46	2
"3329"	0	4641	0
"3330"	0	9	0
"3331"	8	0	76
"3332"	79	110	37
"3333"	0	0	0
"3334"	136	767	2
"3335"	0	31	1
"3336"	0	191	0
"3337"	70	499	110
"3338"	18	932	57
"3339"	0	112	0
"3340"	113	3	10
"3341"	988	1022	1739
"3342"	146	10	532
"3343"	11	167	7
"3344"	15	27	43
"3345"	0	40	0
"3346"	101	0	1
"3347"	89	8236	111
"3348"	108	4	2
"3349"	13	12	11
"3350"	63	652	115
"3351"	22	91	13
"3352"	23	336	0
"3353"	190	1259	32
"3354"	0	90	0
"3355"	141	32	1767
"3356"	69	364	221
"3357"	0	92	0
"3358"	35	0	10
"3359"	42	30	36
"3360"	272	570	89
"3361"	62	21	71
"3362"	66	308	298
"3363"	0	222	0
"3364"	0	8	0
"3365"	207	23	194
"3366"	37	14	47
"3367"	0	19	0
"3368"	0	110	0
"3369"	3	65	0
"3370"	147	0	2355
"3371"	43	135	16
"3372"	0	38	0
"3373"	0	3	0
"3374"	13	32	56
"3375"	0	1379	0
"3376"	5	100	3
"3377"	0	8	0
"3378"	8	11	0
"3379"	0	30	0
"3380"	4	18	256
"3381"	0	0	0
"3382"	8	49	5
"3383"	77	12	94
"3384"	480	839	551
"3385"	333	183	450
"3386"	32	154	168
"3387"	0	18	0
"3388"	0	284	0
"3389"	248	1718	431
"3390"	70	106	167
"3391"	0	734	0
"3392"	107	49	39
"3393"	0	48	2
"3394"	0	71	0
"3395"	89	392	134
"3396"	301	365	1334
"3397"	9	71	4
"3398"	0	0	156
"3399"	2754	13463	2452
"3400"	49	59	116
"3401"	0	0	10
"3402"	0	16	5
"3403"	10	0	12
"3404"	109	2822	78
"3405"	0	0	0
"3406"	2	505	13
"3407"	12	171	340
"3408"	0	51	22
"3409"	0	383	0
"3410"	0	0	0
"3411"	22	299	51
"3412"	7	8	3
"3413"	44	217	158
"3414"	0	3764	0
"3415"	0	2181	0
"3416"	6	1437	6
"3417"	3	6	4
"3418"	9	0	118
"3419"	0	800	0
"3420"	0	62	16
"3421"	347	2	1157
"3422"	2	10	15
"3423"	0	23	0
"3424"	9	7	9
"3425"	0	113	0
"3426"	3	1071	0
"3427"	0	0	0
"3428"	0	22956	0
"3429"	2	223	2
"3430"	34	3	62
"3431"	0	19	0
"3432"	0	2794	48
"3433"	10	414	5
"3434"	0	70	0
"3435"	0	1073	0
"3436"	0	105	0
"3437"	0	66	4
"3438"	0	33	0
"3439"	0	0	0
"3440"	0	83	6907
"3441"	0	78	0
"3442"	0	691	9
"3443"	4	210	0
"3444"	0	189	0
"3445"	27	147	10
"3446"	7	6	12
"3447"	64	75	159
"3448"	614	16	135
"3449"	9	4	173
"3450"	9	6	30
"3451"	271	213	426
"3452"	9	11	108
"3453"	0	75	0
"3454"	82	4	14
"3455"	9	0	14
"3456"	78	767	84
"3457"	79	521	4
"3458"	0	37	4
"3459"	404	97	95
"3460"	6	7	34
"3461"	0	0	67
"3462"	40	1	6
"3463"	72	0	2
"3464"	0	10	618
"3465"	46	23	21
"3466"	0	15	0
"3467"	0	0	0
"3468"	0	212	0
"3469"	45	14	94
"3470"	35	80	12
"3471"	0	8	253
"3472"	1	78	5
"3473"	0	4	0
"3474"	83	322	31
"3475"	32	17	34
"3476"	0	188	8
"3477"	0	18	0
"3478"	7	9	25
"3479"	0	0	0
"3480"	0	39	0
"3481"	8	13	1
"3482"	0	0	0
"3483"	464	5	5
"3484"	13	315	31
"3485"	16	0	52
"3486"	8	13	7
"3487"	0	0	13
"3488"	0	27	0
"3489"	0	75	0
"3490"	0	144	5
"3491"	1188	1096	3897
"3492"	932	6	5
"3493"	0	127	0
"3494"	8	198	0
"3495"	0	12	0
"3496"	78	6	0
"3497"	33	111	11
"3498"	313	0	31
"3499"	0	88	0
"3500"	3	13	11
"3501"	0	943	0
"3502"	3801	741	526
"3503"	716	3642	68
"3504"	0	0	0
"3505"	0	114	0
"3506"	0	6	146
"3507"	9	5	0
"3508"	0	0	0
"3509"	0	36	0
"3510"	0	237	0
"3511"	0	6	0
"3512"	0	28	2
"3513"	0	179	6
"3514"	4	5	6
"3515"	0	380	0
"3516"	35	108	33
"3517"	12	43	26
"3518"	10	234	15
"3519"	58	192	1397
"3520"	0	11	6
"3521"	0	79	0
"3522"	7	86	0
"3523"	10	468	8
"3524"	4	5	58
"3525"	18	309	14
"3526"	0	92	0
"3527"	0	133	0
"3528"	0	0	2
"3529"	0	52	0
"3530"	45	15165	36
"3531"	119	74	106
"3532"	0	169	0
"3533"	0	215	0
"3534"	0	937	0
"3535"	3	500	3
"3536"	0	281	0
"3537"	21	573	25
"3538"	10	1030	339
"3539"	46	8	5
"3540"	58	71	123
"3541"	20	398	7
"3542"	385	441	572
"3543"	113	68	41
"3544"	77	251	171
"3545"	0	408	11
"3546"	25	1516	244
"3547"	0	119	0
"3548"	67	6431	134
"3549"	9	177	4
"3550"	17	7	40
"3551"	4	45	140
"3552"	0	261	0
"3553"	240	11	152
"3554"	64	20872	73
"3555"	11	43	32
"3556"	399	390	61
"3557"	18	11	4
"3558"	0	12204	61
"3559"	0	51	0
"3560"	60	118	159
"3561"	0	0	0
"3562"	6	3099	18
"3563"	0	2	132
"3564"	17	28	57
"3565"	156	30	548
"3566"	591	1780	157
"3567"	20	1182	50
"3568"	0	282	0
"3569"	12	282	14
"3570"	11	130	8
"3571"	0	77	0
"3572"	13	16	243
"3573"	61	12	45
"3574"	0	0	0
"3575"	18	10	32
"3576"	5	58	15
"3577"	0	366	7
"3578"	45	8	124
"3579"	2	274	1
"3580"	0	0	555
"3581"	14	27	21
"3582"	0	77	0
"3583"	36	285	195
"3584"	407	89	706
"3585"	0	13	0
"3586"	0	336	4
"3587"	1253	14	96
"3588"	0	3317	0
"3589"	4	451	9
"3590"	24	31	44
"3591"	0	9	0
"3592"	37	796	25
"3593"	181	462	116
"3594"	0	151	2
"3595"	29	219	71
"3596"	133	1090	9
"3597"	275	45	69
"3598"	0	299	0
"3599"	486	243	118
"3600"	3	0	92
"3601"	0	2	3
"3602"	36	0	171
"3603"	0	17	0
"3604"	0	7	0
"3605"	0	7	7
"3606"	4	276	2
"3607"	1	0	9
"3608"	0	10	2
"3609"	55	3	42
"3610"	0	3	0
"3611"	2	32	21
"3612"	215	11	125
"3613"	0	0	113
"3614"	6	4	11
"3615"	27	604	10
"3616"	0	183	0
"3617"	30	9	257
"3618"	112	163	233
"3619"	0	16	0
"3620"	2071	4818	4078
"3621"	0	170	0
"3622"	0	0	0
"3623"	1512	1246	7
"3624"	19	3	15
"3625"	19	46	24
"3626"	8	65	10
"3627"	0	6	118
"3628"	44	75	57
"3629"	0	44	3
"3630"	3	1422	0
"3631"	0	46	0
"3632"	436	298	149
"3633"	2	15	0
"3634"	5	7	224
"3635"	81	33	101
"3636"	122	10086	202
"3637"	0	27	0
"3638"	39	162	642
"3639"	355	2117	83
"3640"	0	4	0
"3641"	100	872	987
"3642"	3	122	439
"3643"	206	17	23
"3644"	2877	9	1066
"3645"	0	70	0
"3646"	34	13	5
"3647"	0	116	0
"3648"	84	42	45
"3649"	4199	3300	5844
"3650"	0	36	67
"3651"	0	72	0
"3652"	3	57	8
"3653"	39	1333	341
"3654"	0	86	6
"3655"	136	4	4
"3656"	0	350	0
"3657"	0	2339	0
"3658"	5	56	85
"3659"	124	370	443
"3660"	0	2	0
"3661"	7	11	0
"3662"	0	2448	0
"3663"	369	13	513
"3664"	2	0	0
"3665"	26	332	981
"3666"	93	753	183
"3667"	639	3	135
"3668"	0	274	0
"3669"	13	3665	605
"3670"	0	8	0
"3671"	0	4	0
"3672"	10	126	39
"3673"	1	79	0
"3674"	62	18	77
"3675"	38	17	12
"3676"	89	59	149
"3677"	228	0	0
"3678"	0	10	141
"3679"	45	86	53
"3680"	55	24	42
"3681"	5	82	6
"3682"	32	697	111
"3683"	0	287	0
"3684"	0	596	0
"3685"	0	9	32
"3686"	0	0	0
"3687"	6	289	48
"3688"	36	48	18
"3689"	0	440	3
"3690"	0	47	0
"3691"	0	1971	16
"3692"	0	37	0
"3693"	0	16	0
"3694"	0	168	5
"3695"	196	109	355
"3696"	0	3	0
"3697"	0	256	21
"3698"	0	872	0
"3699"	52	108	61
"3700"	22	20	3
"3701"	35	240	67
"3702"	769	18	164
"3703"	113	53	309
"3704"	8	5	34
"3705"	59	14	17
"3706"	0	4267	54
"3707"	49	32	91
"3708"	9	101	2
"3709"	4	349	0
"3710"	2	279	0
"3711"	283	3	0
"3712"	327	317	431
"3713"	5	103	0
"3714"	82	4	61
"3715"	25	49	0
"3716"	24	4	46
"3717"	20	45	35
"3718"	25	35	10
"3719"	0	327	0
"3720"	0	663	3
"3721"	0	78	2
"3722"	0	0	0
"3723"	5	171	6
"3724"	0	76	7
"3725"	17	15	22
"3726"	0	14	0
"3727"	0	1399	0
"3728"	0	26	0
"3729"	212	27	6827
"3730"	0	0	2389
"3731"	719	178	1064
"3732"	194	6	3
"3733"	7	187	3
"3734"	45	5	236
"3735"	0	94	0
"3736"	134	9	19
"3737"	582	2	111
"3738"	0	4	0
"3739"	25	39	47
"3740"	0	90	0
"3741"	152	1616	419
"3742"	0	25	0
"3743"	47	15	38
"3744"	0	24	0
"3745"	3456	92	471
"3746"	0	778	0
"3747"	2052	0	117
"3748"	6	1761	0
"3749"	0	26	0
"3750"	11	80	41
"3751"	10	3372	16
"3752"	172	2	51
"3753"	0	652	0
"3754"	0	3128	10
"3755"	24	52	73
"3756"	21	180	19
"3757"	0	958	0
"3758"	0	101	0
"3759"	34	5	194
"3760"	0	226	0
"3761"	0	188	3
"3762"	18	105	149
"3763"	12	4	153
"3764"	17	14	12
"3765"	175	473	113
"3766"	0	57	0
"3767"	0	51	0
"3768"	0	199	0
"3769"	22	13	15
"3770"	13	26	34
"3771"	132	8	279
"3772"	8	0	428
"3773"	19	93	0
"3774"	25	47	19
"3775"	39	197	21
"3776"	100	315	94
"3777"	0	4	0
"3778"	0	7	0
"3779"	0	118	3
"3780"	3	12	5
"3781"	5	2	6
"3782"	2	89	0
"3783"	17	4611	22
"3784"	0	82	0
"3785"	19	6	89
"3786"	0	209	0
"3787"	74	0	123
"3788"	28	938	9
"3789"	11	0	26
"3790"	13	77	7
"3791"	11	15	13
"3792"	2	129	53
"3793"	154	22	122
"3794"	0	88	0
"3795"	39	6	22
"3796"	15	23049	0
"3797"	0	12	138
"3798"	2	33	1
"3799"	0	12	0
"3800"	18	83	22
"3801"	13	129	38
"3802"	21	37	15
"3803"	8	60	6
"3804"	274	229	430
