""	"old_leaf"	"root"	"young_leaf"
"1309"	23	46	83
"1310"	0	518	0
"1311"	73	24	26
"1312"	8	69	111
"1313"	4	87	18
"1314"	7	125	21
"1315"	0	0	5
"1316"	0	159	0
"1317"	415	4	751
"1318"	0	29	0
"1319"	0	588	0
"1320"	95	19	107
"1321"	0	72	0
"1322"	0	278	0
"1323"	0	0	0
"1324"	11	14	21
"1325"	986	766	16
"1326"	99	177	170
"1327"	110	9	1052
"1328"	30	8	74
"1329"	0	1157	0
"1330"	0	140	0
"1331"	0	11	0
"1332"	707	28	5
"1333"	0	296	0
"1334"	35	17	32
"1335"	0	152	0
"1336"	417	8	18
"1337"	9	44	14
"1338"	0	203	0
"1339"	340	21	548
"1340"	1	3	102
"1341"	3	172	0
"1342"	2	11	0
"1343"	71	1510	95
"1344"	4	49	0
"1345"	98	13	6
"1346"	2	60	0
"1347"	0	73	0
"1348"	3838	15	58
"1349"	0	3	0
"1350"	1149	13	0
"1351"	3	822	2
"1352"	38	202	31
"1353"	0	0	0
"1354"	2	0	3
"1355"	0	5	85
"1356"	0	173	0
"1357"	4	93	2
"1358"	0	6	0
"1359"	0	3	16
"1360"	20	123	16
"1361"	204	23318	143
"1362"	74	116	131
"1363"	0	81	0
"1364"	9	20	23
"1365"	49	108	6
"1366"	0	10	0
"1367"	38	12	263
"1368"	0	99	0
"1369"	1460	3	352
"1370"	14	0	314
"1371"	613	18	36
"1372"	0	0	0
"1373"	0	7613	0
"1374"	0	205	8
"1375"	0	327	1
"1376"	2	210	10
"1377"	97	2	935
"1378"	0	198	0
"1379"	0	39	0
"1380"	3	19	88
"1381"	5	410	85
"1382"	209	0	69
"1383"	248	69	199
"1384"	37	587	13
"1385"	320	352	63
"1386"	0	190	0
"1387"	2	100	2
"1388"	5	18	11
"1389"	9	34	43
"1390"	28	0	2401
"1391"	5	215	24
"1392"	88	610	2574
"1393"	30	1	112
"1394"	0	0	104
"1395"	126	21	137
"1396"	4	23	0
"1397"	0	0	0
"1398"	14	0	4
"1399"	13	5	0
"1400"	0	660	0
"1401"	3	125	0
"1402"	0	560	21
"1403"	18	0	14
"1404"	0	37	0
"1405"	0	6	0
"1406"	4	7	1
"1407"	155	0	2579
"1408"	0	12	11
"1409"	0	752	33
"1410"	8	62	22
"1411"	226	1878	31
"1412"	0	83	0
"1413"	5087	185	6405
"1414"	180	71	13
"1415"	0	5	0
"1416"	0	1	267
"1417"	0	0	0
"1418"	114	0	19
"1419"	0	24	3
"1420"	0	141	0
"1421"	46	57	43
"1422"	0	13	0
"1423"	60	50	1215
"1424"	2	166	0
"1425"	0	616	0
"1426"	13	23	33
"1427"	204	0	130
"1428"	0	22	0
"1429"	24	16	19
"1430"	3	14	0
"1431"	1552	62	455
"1432"	0	3	5
"1433"	0	50	4
"1434"	290	51	245
"1435"	68	31	154
"1436"	1157	219	1105
"1437"	1819	811	1591
"1438"	32	32	26
"1439"	7	73	7
"1440"	81	0	6
"1441"	0	74	0
"1442"	13	21	26
"1443"	45	30	14
"1444"	0	176	0
"1445"	22	2	10
"1446"	57	15	126
"1447"	210	124	89
"1448"	65	8	19
"1449"	0	3	43
"1450"	0	3	0
"1451"	0	130	4
"1452"	0	112	0
"1453"	79	2	46
"1454"	20	7619	15
"1455"	0	5	4
"1456"	19	4070	44
"1457"	0	55	0
"1458"	0	72	5
"1459"	19	107	229
"1460"	20	17	131
"1461"	2	20	263
"1462"	485	6	83
"1463"	5	325	6
"1464"	0	48	0
"1465"	10	686	11
"1466"	0	6	0
"1467"	17	17	10
"1468"	0	85	0
"1469"	10	92	1
"1470"	0	12	0
"1471"	455	0	392
"1472"	177	1339	404
"1473"	0	2	0
"1474"	2684	11076	6194
"1475"	0	33	0
"1476"	0	2738	0
"1477"	2	47	1
"1478"	38	21	165
"1479"	0	0	0
"1480"	0	0	0
"1481"	372	210	2433
"1482"	0	0	0
"1483"	3996	174	71
"1484"	3	46	45
"1485"	0	95	7
"1486"	2140	24	120
"1487"	0	0	0
"1488"	0	195	0
"1489"	2	166	0
"1490"	0	61	6
"1491"	610	48	1669
"1492"	1341	3	431
"1493"	14	41	9
"1494"	251	343	23
"1495"	0	2	0
"1496"	0	481	5
"1497"	0	284	0
"1498"	0	249	0
"1499"	0	100	0
"1500"	0	57	0
"1501"	4	123	12
"1502"	44	7	61
"1503"	0	150	0
"1504"	22	17	0
"1505"	270	398	450
"1506"	0	72	0
"1507"	141	1612	353
"1508"	0	8	0
"1509"	56	448	11
"1510"	438	1140	839
"1511"	35	311	17
"1512"	0	4740	4
"1513"	155	35	1108
"1514"	10	15	8
"1515"	0	230	0
"1516"	11	15	11
"1517"	0	144	0
"1518"	52	32	79
"1519"	8	7	5
"1520"	47	64	102
"1521"	0	172	2
"1522"	0	394	2
"1523"	11	0	38
"1524"	3066	41	182
"1525"	6686	145	25000
"1526"	0	225	0
"1527"	19	3	10
"1528"	9	107	0
"1529"	22	43	39
"1530"	14	2380	55
"1531"	20	10	24
"1532"	43	22	240
"1533"	190	497	52
"1534"	49	340	51
"1535"	46	2	44
"1536"	0	41	0
"1537"	16	1037	2
"1538"	114	63	177
"1539"	41	69	3
"1540"	60	9	40
"1541"	413	1407	60
"1542"	43	71	21
"1543"	34	19	149
"1544"	38	20	49
"1545"	3	4	0
"1546"	0	105	0
"1547"	2	0	0
"1548"	3	444	7
"1549"	88	3505	3
"1550"	328	46	513
"1551"	93	136	225
"1552"	0	139	0
"1553"	486	1183	829
"1554"	9	68	148
"1555"	25	0	0
"1556"	1647	28	135
"1557"	0	2536	0
"1558"	16	146	80
"1559"	162	19	120
"1560"	0	55	0
"1561"	0	0	0
"1562"	0	48	17
"1563"	15	0	122
"1564"	0	0	0
"1565"	33	21	21
"1566"	32	29	41
"1567"	35	371	108
"1568"	3179	0	0
"1569"	0	6	0
"1570"	10	84	2
"1571"	11	3242	19
"1572"	5	61	4
"1573"	1670	150	1431
"1574"	0	537	0
"1575"	6062	57	109
"1576"	3	9	0
"1577"	117	100	103
"1578"	0	0	47
"1579"	131	0	0
"1580"	1061	3476	1776
"1581"	20	10	74
"1582"	0	524	0
"1583"	0	53	0
"1584"	3	15	35
"1585"	167	3676	77
"1586"	8	530	11
"1587"	102	4	75
"1588"	0	2	0
"1589"	0	49	45
"1590"	27	101	91
"1591"	2	193	8
"1592"	8	488	37
"1593"	11	563	146
"1594"	37	106	43
"1595"	0	490	0
"1596"	166	58	183
"1597"	0	6	0
"1598"	0	2851	0
"1599"	42	6	41
"1600"	15	51	0
"1601"	10	0	0
"1602"	49	0	13
"1603"	6	45	8
"1604"	6	110	9
"1605"	11	92	22
"1606"	0	103	3
"1607"	0	13	0
"1608"	34	271	13
"1609"	0	287	0
"1610"	11	219	2
"1611"	0	177	0
"1612"	0	90	0
"1613"	0	116	4
"1614"	3	197	10
"1615"	43	40	33
"1616"	555	1591	2199
"1617"	4	1096	5
"1618"	2	104	21
"1619"	0	21	0
"1620"	0	15	13
"1621"	3	492	14
"1622"	102	49	164
"1623"	719	28	85
"1624"	17	31	37
"1625"	514	80	85
"1626"	354	18	114
"1627"	39	304	25
"1628"	408	6	151
"1629"	89	1073	59
"1630"	0	14393	38
"1631"	53	29	13
"1632"	103	6	4
"1633"	0	355	15
"1634"	79	520	8
"1635"	6	15	16
"1636"	491	592	461
"1637"	0	0	0
"1638"	0	422	4
"1639"	0	121	0
"1640"	2	53	3
"1641"	25	2976	34
"1642"	0	0	0
"1643"	39	113	24
"1644"	3	94	55
"1645"	0	102	3
"1646"	0	38	0
"1647"	0	0	0
"1648"	0	107	0
"1649"	26	1	2
"1650"	290	4522	13
"1651"	18	0	44
"1652"	371	3003	141
"1653"	2	1179	148
"1654"	96	848	7
"1655"	2735	245	12475
"1656"	29	70	64
"1657"	0	35	0
"1658"	4	0	0
"1659"	0	0	0
"1660"	9	8	44
"1661"	85	2081	25
"1662"	4565	265	437
"1663"	4342	6	442
"1664"	14	493	2
"1665"	242	372	837
"1666"	0	0	0
"1667"	0	1715	0
"1668"	8	28	15
"1669"	0	6	0
"1670"	5	4	60
"1671"	3	64	20
"1672"	104	280	101
"1673"	59	850	82
"1674"	3	6	0
"1675"	0	3541	0
"1676"	6	1784	17
"1677"	91	43	225
"1678"	21	6533	51
"1679"	295	11641	642
"1680"	49	7	45
"1681"	3	73	4
"1682"	8	39	3
"1683"	34	11	56
"1684"	0	52	0
"1685"	19	742	9
"1686"	0	55	1
"1687"	9	22	9
"1688"	254	0	0
"1689"	34	69	50
"1690"	245	2301	924
"1691"	22	139	8
"1692"	24	37	12
"1693"	0	3	0
"1694"	3297	16	472
"1695"	5	19	30
"1696"	0	100	5
"1697"	2	229	3
"1698"	36	0	103
"1699"	5	1137	0
"1700"	0	7	0
"1701"	8	217	25
"1702"	174	67	173
"1703"	622	1682	726
"1704"	14	101	31
"1705"	5	0	108
"1706"	52	4	112
"1707"	5	7564	0
"1708"	3	89	10
"1709"	76	8132	652
"1710"	68	20	23
"1711"	0	403	4
"1712"	0	338	0
"1713"	3	144	1
"1714"	0	0	0
"1715"	1449	191	4236
"1716"	0	0	0
"1717"	3	558	10
"1718"	13	121	6
"1719"	2	115	2
"1720"	32	108	194
"1721"	4	73	12
"1722"	9	181	0
"1723"	6	25	4
"1724"	3	535	4
"1725"	0	79	2
"1726"	2	58	5
"1727"	42	3	19
"1728"	9	1342	8
"1729"	31	39	8
"1730"	0	1003	0
"1731"	577	24	50
"1732"	0	5	0
"1733"	0	43	0
"1734"	0	19	0
"1735"	260	1101	743
"1736"	156	3514	85
"1737"	262	11	47
"1738"	2	18	0
"1739"	0	0	0
"1740"	0	5466	7
"1741"	0	0	0
"1742"	54	109	231
"1743"	24	43	0
"1744"	514	222	53
"1745"	66	40	69
"1746"	0	104	0
"1747"	0	0	0
"1748"	1316	279	138
"1749"	0	182	0
"1750"	12	3	96
"1751"	0	1710	0
"1752"	0	5	0
"1753"	30	28	37
"1754"	28	2	1737
"1755"	0	1371	0
"1756"	1	68	2
"1757"	0	199	2
"1758"	0	195	0
"1759"	71	4	30
"1760"	25	5146	29
"1761"	12	417	66
"1762"	0	3	0
"1763"	1951	22140	1419
"1764"	0	292	0
"1765"	0	52	0
"1766"	448	3155	3914
"1767"	376	467	1125
"1768"	0	16	0
"1769"	16	194	45
"1770"	114	95	161
"1771"	112	269	145
"1772"	66	45	110
"1773"	0	5	674
"1774"	187	874	12
"1775"	8	268	5
"1776"	10	34	30
"1777"	45	10	59
"1778"	90	25	59
"1779"	0	15	0
"1780"	0	70	0
"1781"	0	16	0
"1782"	0	303	0
"1783"	0	83	0
"1784"	0	0	72
"1785"	7	10	0
"1786"	0	0	0
"1787"	4	121	4
"1788"	44	37	97
"1789"	171	28	20
"1790"	2821	19	11696
"1791"	139	115	7
"1792"	0	152	0
"1793"	2	91	0
"1794"	0	11	93
"1795"	40	140	83
"1796"	0	129	0
"1797"	0	33784	0
"1798"	0	0	0
"1799"	0	89	0
"1800"	7	0	174
"1801"	38	91	392
"1802"	5	109	42
"1803"	11	79	10
"1804"	7	71	36
"1805"	0	15	0
"1806"	751	12	73
"1807"	19	540	16
"1808"	66	94	166
"1809"	0	30	0
"1810"	0	0	0
"1811"	9	1302	12
"1812"	0	34	0
"1813"	180	0	180
"1814"	119	305	225
"1815"	120	0	34
"1816"	0	109	10
"1817"	59	44	137
"1818"	4	153	0
"1819"	552	19	9036
"1820"	237	9	109
"1821"	0	0	0
"1822"	146	18	0
"1823"	0	35	0
"1824"	20	341	1
"1825"	697	0	7
"1826"	94	3	9
"1827"	0	20	0
"1828"	4	87	7
"1829"	0	233	0
"1830"	25	27	98
"1831"	2	3010	34
"1832"	222	31	457
"1833"	0	457	0
"1834"	2	17	0
"1835"	73	709	160
"1836"	0	156	0
"1837"	0	97	0
"1838"	0	343	0
"1839"	209	20	31
"1840"	68	36	32
"1841"	4	306	0
"1842"	0	4	0
"1843"	10	54	36
"1844"	4	35	5
"1845"	22	37	25
"1846"	29	0	410
"1847"	17	254	5
"1848"	197	404	48
"1849"	4314	15	76
"1850"	0	1	85
"1851"	2	74	2
"1852"	0	0	0
"1853"	0	13	6
"1854"	0	54	0
"1855"	89	43	126
"1856"	4	0	0
"1857"	0	3	0
"1858"	28	53	101
"1859"	17	49	4
"1860"	6	0	84
"1861"	0	0	3
"1862"	645	475	1909
"1863"	969	22	251
"1864"	447	595	79
"1865"	12	35	23
"1866"	10	2	0
"1867"	23	25	43
"1868"	19	264	0
"1869"	2405	148	2385
"1870"	133	324	338
"1871"	0	16	0
"1872"	0	0	0
"1873"	10	546	11
"1874"	100	14617	1057
"1875"	0	561	0
"1876"	253	215	5680
"1877"	0	17	0
"1878"	781	7	42
"1879"	9	2	145
"1880"	0	102	6
"1881"	0	22	4
"1882"	26	4	6
"1883"	26	20	30
"1884"	44	1239	6
"1885"	1675	497	1237
"1886"	60	87	49
"1887"	0	1092	0
"1888"	239	0	44
"1889"	85	36	505
"1890"	26	13	127
"1891"	0	268	0
"1892"	1	2	5
"1893"	0	398	0
"1894"	7	3	606
"1895"	2	82	5
"1896"	150	883	189
"1897"	2	134	2
"1898"	0	0	0
"1899"	0	0	0
"1900"	34	0	60
"1901"	0	267	0
"1902"	14	0	68
"1903"	13	145	12
"1904"	44	1368	40
"1905"	12	222	16
"1906"	22	36	47
"1907"	46	13	44
"1908"	147	8266	41
"1909"	109	74	263
"1910"	16	32	54
"1911"	0	22	0
"1912"	321	20	445
"1913"	253	872	50
"1914"	32	453	6
"1915"	489	19	406
"1916"	0	184	11
"1917"	2	79	3
"1918"	84	0	543
"1919"	762	5	7
"1920"	324	6167	110
"1921"	4	207	0
"1922"	0	41	0
"1923"	23	4763	33
"1924"	221	908	618
"1925"	0	31	0
"1926"	3	820	18
"1927"	5	86	5
"1928"	0	3	0
"1929"	0	49	0
"1930"	2	3	29
"1931"	0	219	0
"1932"	4	49	0
"1933"	29	540	54
"1934"	6	1096	3
"1935"	773	409	291
"1936"	157	1	115
"1937"	41	198	71
"1938"	0	174	0
"1939"	0	159	0
"1940"	32	7	44
"1941"	0	13	0
"1942"	36	5	2
"1943"	23	50	47
"1944"	22	65	13
"1945"	207	1793	291
"1946"	6	0	112
"1947"	2	0	9
"1948"	39	16	6
"1949"	0	76	0
"1950"	0	0	0
"1951"	136	695	390
"1952"	4	11	24
"1953"	77	93	2
"1954"	30	44	63
"1955"	110	17	17
"1956"	0	42	9
"1957"	1	4	0
"1958"	214	20	420
"1959"	27	11	120
"1960"	0	23	0
"1961"	0	441	0
"1962"	36	9	47
"1963"	80	0	165
"1964"	0	43	0
"1965"	56	70	110
"1966"	0	0	0
"1967"	86	10	65
"1968"	0	83	0
"1969"	266	11	523
"1970"	0	60	0
"1971"	0	0	0
"1972"	0	274	0
"1973"	20	23	6
"1974"	3	143	7
"1975"	0	885	0
"1976"	0	0	0
"1977"	36	193	25
"1978"	33	5	104
"1979"	0	5	0
"1980"	0	114	0
"1981"	229	4	193
"1982"	231	10	26
"1983"	5	2	2
"1984"	992	5657	771
"1985"	0	0	0
"1986"	554	240	267
"1987"	7	43	18
"1988"	40	37	59
"1989"	19	89	61
"1990"	0	23	0
"1991"	11	67	1
"1992"	0	307	0
"1993"	0	476	0
"1994"	11	13180	102
"1995"	391	849	1110
"1996"	194	21	89
"1997"	78	0	222
"1998"	66	17228	111
"1999"	0	114	0
"2000"	0	112	0
"2001"	40	43	5
"2002"	121	9	364
"2003"	0	10	0
"2004"	0	95	2
"2005"	285	130	468
"2006"	0	0	0
"2007"	7	46	14
"2008"	2	2	0
"2009"	3	4	2
"2010"	0	153	0
"2011"	4	184	27
"2012"	10	186	3
"2013"	13	255	26
"2014"	19	1006	22
"2015"	20	0	412
"2016"	14	17	7
"2017"	13	73	78
"2018"	2	58	5
"2019"	21	1677	342
"2020"	11	461	13
"2021"	696	6	159
"2022"	0	3294	37
"2023"	25	62	27
"2024"	79	129	212
"2025"	5	25	0
"2026"	7	0	93
"2027"	20	1033	48
"2028"	0	91	0
"2029"	97	179	217
"2030"	32	545	88
"2031"	50	45	66
"2032"	1	3	1
"2033"	0	28	0
"2034"	0	116	0
"2035"	0	35	0
"2036"	1902	24	24
"2037"	0	13	7
"2038"	11	19	23
"2039"	1797	6	26
"2040"	0	141	0
"2041"	173	0	179
"2042"	673	2	12
"2043"	0	41	0
"2044"	0	20186	319
"2045"	0	46	0
"2046"	0	216	0
"2047"	0	120	0
"2048"	868	30	106
"2049"	1707	11	146
"2050"	0	91	0
"2051"	0	71	0
"2052"	98	69	39
"2053"	0	96	3
"2054"	6	2	384
"2055"	8	22755	80
"2056"	163	0	0
"2057"	0	134	0
"2058"	2	0	3
"2059"	39	178	35
"2060"	4	612	0
"2061"	29	38	54
"2062"	1681	12	69
"2063"	429	547	9875
"2064"	223	10	63
"2065"	26	0	68
"2066"	0	3	0
"2067"	24	124	82
"2068"	3060	54	61
"2069"	2752	353	10186
"2070"	40	121	138
"2071"	0	8	0
"2072"	0	476	0
"2073"	0	362	0
"2074"	11	606	6
"2075"	0	6168	118
"2076"	0	9	0
"2077"	0	87	0
"2078"	36	5122	173
"2079"	0	11	0
"2080"	193	215	36
"2081"	6	51	15
"2082"	8	318	2
"2083"	0	8	0
"2084"	0	5660	0
"2085"	31	4837	127
"2086"	44	448	7
"2087"	0	99	0
"2088"	0	11	2
"2089"	16	39	17
"2090"	51	0	57
"2091"	0	0	0
"2092"	0	2	0
"2093"	0	6	0
"2094"	162	17	17
"2095"	59	53	211
"2096"	1686	4	3
"2097"	205	90	666
"2098"	0	62	16
"2099"	0	622	0
"2100"	44	0	16
"2101"	0	77	0
"2102"	0	145	2
"2103"	164	2835	185
"2104"	7	12	13
"2105"	17	316	70
"2106"	8	147	5
"2107"	28	25	14
"2108"	40	16	87
"2109"	15	199	12
"2110"	0	119	8
"2111"	10	3925	39
"2112"	2	182	6
"2113"	1403	11	191
"2114"	69	0	14
"2115"	0	16	0
"2116"	0	541	0
"2117"	0	50	0
"2118"	0	1355	0
"2119"	0	12	1
"2120"	53	14	26
"2121"	56	3	167
"2122"	0	102	0
"2123"	182	23841	160
"2124"	4	0	13
"2125"	426	117	216
"2126"	0	224	0
"2127"	1013	16	74
"2128"	0	170	0
"2129"	82	444	33
"2130"	361	0	96
"2131"	36	1562	15
"2132"	0	166	0
"2133"	0	5	0
"2134"	26	42	121
"2135"	117	9	37
"2136"	4	106	2
"2137"	0	226	0
"2138"	6	62	0
"2139"	181	154	532
"2140"	19	30	27
"2141"	0	33	0
"2142"	136	112	1028
"2143"	28	54	16
"2144"	51	4533	102
"2145"	3	73	0
"2146"	97	31	93
"2147"	0	0	2
"2148"	15421	4940	30232
"2149"	24	278	76
"2150"	0	12547	0
"2151"	0	269	0
"2152"	0	292	0
"2153"	3	264	12
"2154"	0	6	0
"2155"	118	439	182
"2156"	7	40	5
"2157"	9	34	21
"2158"	53	271	268
"2159"	13	85	5
"2160"	5	10	1356
"2161"	0	2	0
"2162"	185	262	909
"2163"	0	0	3
"2164"	0	303	4
"2165"	0	222	0
"2166"	29	70	0
"2167"	52	306	114
"2168"	260	0	16
"2169"	0	38	0
"2170"	0	48	0
"2171"	0	70	9
"2172"	9	15	74
"2173"	13	1	2
"2174"	0	130	0
"2175"	4821	30	1570
"2176"	56	767	93
"2177"	5	61	6
"2178"	1136	10	1233
"2179"	196	603	20313
"2180"	165	715	327
"2181"	105	0	64
"2182"	6	2	98
"2183"	0	90	0
"2184"	0	84	0
"2185"	0	371	0
"2186"	7	44	8
"2187"	13	161	21
"2188"	7	382	62
"2189"	0	0	0
"2190"	26	9	7
"2191"	2339	59	81
"2192"	0	154	0
"2193"	0	38	2
"2194"	8	567	15
"2195"	45	914	29
"2196"	17	78	124
"2197"	0	111	0
"2198"	124	26	99
"2199"	375	34	346
"2200"	6	565	51
"2201"	37	18	40
"2202"	0	84	2
"2203"	0	6189	17
"2204"	0	0	0
"2205"	792	263	379
"2206"	0	2	0
"2207"	4	51	0
"2208"	0	965	0
"2209"	0	514	0
"2210"	0	123	19
"2211"	221	10372	0
"2212"	71	69	33
"2213"	6	13	10
"2214"	0	0	4894
"2215"	0	445	2
"2216"	114	2	1343
"2217"	0	1021	4
"2218"	3779	318	1148
"2219"	0	416	0
"2220"	17	3	0
"2221"	0	765	9
"2222"	4	8	77
"2223"	16	32	95
"2224"	0	227	0
"2225"	25	13	23
"2226"	95	70	536
"2227"	131	0	743
"2228"	0	2708	445
"2229"	6	12	101
"2230"	7	476	11
"2231"	5	256	4
"2232"	0	33	0
"2233"	0	133	0
"2234"	5	154	16
"2235"	4881	69	1911
"2236"	5	4172	5
"2237"	1622	119	858
"2238"	0	195	0
"2239"	0	67	8
"2240"	7	123	3
"2241"	148	15902	119
"2242"	2	3	2
"2243"	518	0	54
"2244"	0	36	7
"2245"	43506	649	34525
"2246"	44	51	0
"2247"	91	161	114
"2248"	77	160	157
"2249"	0	0	0
"2250"	114	14355	170
"2251"	7	32	4
"2252"	15	12	19
"2253"	80	18	32
"2254"	1	15	6
"2255"	4	18	14
"2256"	0	5639	0
"2257"	0	31	209
"2258"	0	28	0
"2259"	89	10	38
"2260"	65	11	22
"2261"	0	532	0
"2262"	0	45	0
"2263"	31	101	86
"2264"	0	130	0
"2265"	46	5	34
"2266"	2	196	11
"2267"	1656	49	2390
"2268"	0	46	0
"2269"	0	26	0
"2270"	15	418	37
"2271"	66	5	330
"2272"	0	73	5
"2273"	7	54	47
"2274"	6	207	0
"2275"	13	38	18
"2276"	0	163	4
"2277"	79	10	70
"2278"	28	47	15
"2279"	0	41	0
"2280"	465	3	67
"2281"	8	473	0
"2282"	2217	9	0
"2283"	0	0	0
"2284"	3286	10	46
"2285"	22	8	9
"2286"	0	27	0
"2287"	21	4	10
"2288"	0	65	53
"2289"	38	179	45
"2290"	87	1	9
"2291"	0	35	0
"2292"	274	0	116
"2293"	20	803	10
"2294"	8	306	67
"2295"	32	83	49
"2296"	2313	2606	4119
"2297"	41	912	28
"2298"	0	119	0
"2299"	0	6	4
"2300"	0	1871	7
"2301"	0	109	0
"2302"	0	129	0
"2303"	0	134	0
"2304"	5	3	1
"2305"	0	177	0
"2306"	135	56	215
"2307"	10	32	69
"2308"	7	2	8
"2309"	1192	10	25
"2310"	25	16	39
"2311"	1885	1496	3854
"2312"	9	250	8
"2313"	0	8	0
"2314"	21	45	27
"2315"	2	21	5
"2316"	725	331	387
"2317"	4	8	131
"2318"	30	41	1185
"2319"	11	130	23
"2320"	225	1039	39
"2321"	781	268	540
"2322"	18	23	29
"2323"	304	667	308
"2324"	0	155	0
"2325"	12	1	25
"2326"	29	48	71
"2327"	100	5295	36
"2328"	0	107	0
"2329"	0	100	0
"2330"	2	165	0
"2331"	0	0	0
"2332"	83	0	2
"2333"	0	3	0
"2334"	0	19	0
"2335"	0	59	0
"2336"	109	40	33
"2337"	0	0	6
"2338"	0	139	0
"2339"	11	10	66
"2340"	0	38	31
"2341"	0	396	0
"2342"	6169	0	0
"2343"	26	2323	248
"2344"	16	8492	63
"2345"	2602	39	159
"2346"	36	29	19
"2347"	6	157	3
"2348"	3	130	0
"2349"	0	41	0
"2350"	6	251	211
"2351"	6	2	28
"2352"	9	710	5
"2353"	0	237	4
"2354"	0	13	2
"2355"	2	313	29
"2356"	2289	183	291
"2357"	67	203	157
"2358"	46	31	68
"2359"	0	26	0
"2360"	0	0	0
"2361"	1018	12	214
"2362"	22	67	57
"2363"	11	1162	190
"2364"	249	786	41
"2365"	30	1674	35
"2366"	183	0	2
"2367"	121	19	93
"2368"	2	7	128
"2369"	1350	486	5176
"2370"	83	376	171
"2371"	1124	65	1367
"2372"	0	1498	0
"2373"	11	6	79
"2374"	100	11	45
"2375"	250	736	198
"2376"	52	106	121
"2377"	1373	22	255
"2378"	7	33	9
"2379"	500	2789	970
"2380"	4886	80	2868
"2381"	2	21	67
"2382"	0	6702	0
"2383"	0	1391	0
"2384"	0	179	4
"2385"	0	212	0
"2386"	239	14	0
"2387"	150	0	0
"2388"	14	51	12
"2389"	31	17	36
"2390"	2	219	9
"2391"	7	104	0
"2392"	0	1049	3
"2393"	106	24	133
"2394"	56	219	1623
"2395"	0	0	0
"2396"	2	74	0
"2397"	24	11	126
"2398"	0	0	0
"2399"	218	0	0
"2400"	17	1895	23
"2401"	0	10	0
"2402"	3	29	0
"2403"	64	71	494
"2404"	4	5	8
"2405"	28	20	38
"2406"	1	101	0
"2407"	0	0	0
"2408"	9	18	42
"2409"	32	13	88
"2410"	62	94	71
"2411"	4083	11695	25933
"2412"	4	5195	41
"2413"	0	0	0
"2414"	10	2	85
"2415"	38	1	28
"2416"	0	72	0
"2417"	0	2	0
"2418"	0	0	0
"2419"	38	11	10
"2420"	131	355	55
"2421"	18	23	33
"2422"	0	21	0
"2423"	21	63	36
"2424"	24	11	1107
"2425"	30	2	141
"2426"	20	0	5
"2427"	7	530	6
"2428"	0	1720	0
"2429"	0	713	0
"2430"	0	4	2
"2431"	7	94	7
"2432"	0	2	0
"2433"	2	140	3
"2434"	4	26	199
"2435"	1	161	0
"2436"	1117	275	513
"2437"	5	0	0
"2438"	0	257	0
"2439"	130	27	432
"2440"	2454	969	18808
"2441"	2	11	0
"2442"	47	351	82
"2443"	22	31	36
"2444"	0	93	0
"2445"	0	139	0
"2446"	0	5034	0
"2447"	26	32	15
"2448"	170	424	90
"2449"	0	13057	0
"2450"	0	3	0
"2451"	0	0	39
"2452"	7	2	17
"2453"	0	23	0
"2454"	14	18	224
"2455"	850	1502	1587
"2456"	552	12	11
"2457"	4	617	14
"2458"	37	30	25
"2459"	307	2313	95
"2460"	797	0	61
"2461"	50	2637	34
"2462"	0	1917	0
"2463"	53	248	98
"2464"	0	220	0
"2465"	12	73	56
"2466"	49	0	69
"2467"	9	17	0
"2468"	0	590	0
"2469"	22	46	27
"2470"	0	22	0
"2471"	287	502	381
"2472"	0	0	0
"2473"	79	5	48
"2474"	18	179	147
"2475"	0	113	0
"2476"	38	0	49
"2477"	9	149	0
"2478"	2	33	0
"2479"	0	6	0
"2480"	0	27	0
"2481"	5720	5147	264
"2482"	0	1803	0
"2483"	11	333	49
"2484"	0	122	0
"2485"	0	5067	12
"2486"	23	96	8
"2487"	56	128	641
"2488"	730	124	109
"2489"	0	0	0
"2490"	0	71	14
"2491"	27742	55	4223
"2492"	0	183	6
"2493"	61	9	479
"2494"	965	1122	1455
"2495"	21	78	28
"2496"	0	101	0
"2497"	0	0	4
"2498"	1144	4437	2398
"2499"	8	16	108
"2500"	37	112	135
"2501"	7	0	0
"2502"	0	24	1
"2503"	0	0	0
"2504"	6	7	5
"2505"	2905	91	2221
"2506"	185	900	68
"2507"	0	351	4
"2508"	0	543	21
"2509"	0	0	0
"2510"	0	0	0
"2511"	9	98	20
"2512"	4	33	42
"2513"	20	14	200
"2514"	13	226	8
"2515"	9455	3852	60325
"2516"	0	392	0
"2517"	0	41	2
"2518"	8	5	24
"2519"	128	93	36
"2520"	0	2	0
"2521"	439	0	19
"2522"	4	463	0
"2523"	132	8	4
"2524"	111	437	602
"2525"	0	93	0
"2526"	0	1506	0
"2527"	2	42	94
"2528"	0	25	0
"2529"	0	476	0
"2530"	0	416	2
"2531"	3541	125	509
"2532"	3	118	0
"2533"	17	6	72
"2534"	10	30	21
"2535"	5	43	84
"2536"	8	533	5
"2537"	7	353	170
"2538"	0	0	0
"2539"	22	5	104
"2540"	0	263	0
"2541"	0	629	6
"2542"	0	6	10
"2543"	4	4	7
"2544"	471	32	80
"2545"	0	11	0
"2546"	0	0	0
"2547"	0	0	370
"2548"	17	130	22
"2549"	6	182	7
"2550"	4	130	19
"2551"	100	2606	0
"2552"	16	90	65
"2553"	0	9	0
"2554"	8	4	13
"2555"	0	330	0
