T_ZONE1;T_ZONE2;T_ZONE3;T_ZONE4;T_ZONE5;T_ZONE6;H_ZONE1;H_ZONE2;H_ZONE3;H_ZONE4;H_ZONE5;H_ZONE6
21,245;20,637;20,468;20,597;20,517;20,595;100,00;100,00;100,00;100,00;100,00;100,00
21,185;20,688;20,483;20,406;20,297;20,343;100,00;100,00;100,00;100,00;100,00;100,00
21,149;20,715;20,51;20,331;20,289;20,285;100,00;100,00;100,00;100,00;100,00;100,00
21,028;20,709;20,477;20,348;20,34;20,36;100,00;100,00;100,00;100,00;100,00;100,00
21,091;20,666;20,409;20,397;20,27;20,343;100,00;100,00;100,00;100,00;100,00;100,00
20,931;20,501;20,334;20,27;20,279;20,347;100,00;100,00;100,00;100,00;100,00;100,00
21,041;20,381;20,313;20,199;20,185;20,239;100,00;100,00;100,00;100,00;100,00;100,00
21,063;20,328;20,282;20,249;20,224;20,244;100,00;100,00;100,00;100,00;100,00;100,00
20,967;20,332;20,229;20,226;20,084;20,096;100,00;100,00;100,00;100,00;100,00;100,00
20,985;20,377;20,211;20,096;20,027;20,078;100,00;100,00;100,00;100,00;100,00;100,00
20,949;20,255;20,165;20,068;20,025;19,99;100,00;100,00;100,00;100,00;100,00;100,00
20,899;20,189;20,143;20,093;20,121;20,027;100,00;100,00;100,00;100,00;100,00;100,00
20,845;20,152;20,087;20,069;19,935;19,947;100,00;100,00;100,00;100,00;100,00;100,00
20,813;20,205;20,118;19,954;19,878;19,885;100,00;100,00;100,00;100,00;100,00;100,00
20,796;20,165;20,059;19,913;19,86;19,882;100,00;100,00;100,00;100,00;100,00;100,00
20,757;20,114;20,065;19,94;19,981;19,872;100,00;100,00;100,00;100,00;100,00;100,00
20,795;20,081;20,024;19,95;19,848;19,864;100,00;100,00;100,00;100,00;100,00;100,00
20,779;20,202;20,013;19,886;19,817;19,813;100,00;100,00;100,00;100,00;100,00;100,00
20,774;20,003;19,968;19,948;19,816;19,841;100,00;100,00;100,00;100,00;100,00;100,00
20,737;20,004;19,923;19,826;19,743;19,822;100,00;100,00;100,00;100,00;100,00;100,00
20,715;20,035;19,903;19,767;19,736;19,78;100,00;100,00;100,00;100,00;100,00;100,00
20,708;20,052;19,895;19,766;19,692;19,689;100,00;100,00;100,00;100,00;100,00;100,00
20,647;19,94;19,882;19,73;19,71;19,816;100,00;100,00;100,00;100,00;100,00;100,00
20,591;19,982;19,87;19,689;19,741;19,702;100,00;100,00;100,00;100,00;100,00;100,00
20,641;20,053;19,895;19,721;19,766;19,723;100,00;100,00;100,00;100,00;100,00;100,00
20,521;20,075;19,894;19,802;19,646;19,751;100,00;100,00;100,00;100,00;100,00;100,00
20,65;20,099;19,842;19,718;19,583;19,717;100,00;100,00;100,00;100,00;100,00;100,00
20,554;19,863;19,808;19,648;19,584;19,574;100,00;100,00;100,00;100,00;100,00;100,00
20,603;19,789;19,692;19,69;19,578;19,636;100,00;100,00;100,00;100,00;100,00;100,00
20,538;19,757;19,646;19,556;19,487;19,584;100,00;100,00;100,00;100,00;100,00;100,00
20,484;19,785;19,69;19,511;19,459;19,467;100,00;100,00;100,00;100,00;100,00;100,00
20,446;19,758;19,634;19,568;19,436;19,436;100,00;100,00;100,00;100,00;100,00;100,00
20,449;19,795;19,63;19,483;19,424;19,381;100,00;100,00;100,00;100,00;100,00;100,00
20,478;19,708;19,568;19,439;19,469;19,575;100,00;100,00;100,00;100,00;100,00;100,00
20,48;19,662;19,497;19,512;19,368;19,434;100,00;100,00;100,00;100,00;100,00;100,00
20,276;19,665;19,53;19,405;19,306;19,337;100,00;100,00;100,00;100,00;100,00;100,00
20,444;19,584;19,484;19,381;19,3;19,33;100,00;100,00;100,00;100,00;100,00;100,00
20,314;19,531;19,472;19,306;19,235;19,274;100,00;100,00;100,00;100,00;100,00;100,00
20,357;19,624;19,437;19,327;19,218;19,259;100,00;100,00;100,00;100,00;100,00;100,00
20,328;19,626;19,428;19,278;19,255;19,231;100,00;100,00;100,00;100,00;100,00;100,00
20,26;19,599;19,474;19,297;19,216;19,237;100,00;100,00;100,00;100,00;100,00;100,00
20,213;19,509;19,428;19,256;19,231;19,234;100,00;100,00;100,00;100,00;100,00;100,00
20,192;19,595;19,446;19,288;19,206;19,207;100,00;100,00;100,00;100,00;100,00;100,00
20,105;19,627;19,439;19,281;19,181;19,188;100,00;100,00;100,00;100,00;100,00;100,00
20,314;19,615;19,467;19,26;19,162;19,169;100,00;100,00;100,00;100,00;100,00;100,00
20,238;19,665;19,45;19,293;19,178;19,15;100,00;100,00;100,00;100,00;100,00;100,00
20,278;19,631;19,446;19,252;19,182;19,188;100,00;100,00;100,00;100,00;100,00;100,00
20,278;19,661;19,553;19,285;19,2;19,194;100,00;100,00;100,00;100,00;100,00;100,00
20,365;19,68;19,456;19,305;19,202;19,193;100,00;100,00;100,00;100,00;100,00;100,00
20,31;19,71;19,477;19,271;19,2;19,188;100,00;100,00;100,00;100,00;100,00;100,00
20,316;19,58;19,489;19,266;19,18;19,19;100,00;100,00;100,00;100,00;100,00;100,00
20,26;19,586;19,446;19,278;19,171;19,175;100,00;100,00;100,00;100,00;100,00;100,00
20,345;19,683;19,467;19,262;19,172;19,168;100,00;100,00;100,00;100,00;100,00;100,00
20,254;19,626;19,434;19,255;19,128;19,163;100,00;100,00;100,00;100,00;100,00;100,00
20,229;19,52;19,433;19,225;19,143;19,132;100,00;100,00;100,00;100,00;100,00;100,00
20,255;19,558;19,4;19,252;19,149;19,135;100,00;100,00;100,00;100,00;100,00;100,00
20,145;19,627;19,441;19,238;19,121;19,119;100,00;100,00;100,00;100,00;100,00;100,00
20,165;19,623;19,343;19,316;19,09;19,062;100,00;100,00;100,00;100,00;100,00;100,00
20,249;19,478;19,31;19,169;19,081;19,078;100,00;100,00;100,00;100,00;100,00;100,00
20,182;19,601;19,335;19,155;19,094;19,077;100,00;100,00;100,00;100,00;100,00;100,00
20,295;19,478;19,331;19,156;19,079;19,079;100,00;100,00;100,00;100,00;100,00;100,00
20,183;19,608;19,353;19,181;19,1;19,091;100,00;100,00;100,00;100,00;100,00;100,00
20,261;19,517;19,386;19,19;19,118;19,109;100,00;100,00;100,00;100,00;100,00;100,00
20,213;19,467;19,428;19,205;19,143;19,15;100,00;100,00;100,00;100,00;100,00;100,00
20,266;19,598;19,509;19,278;19,202;19,178;100,00;100,00;100,00;100,00;100,00;100,00
20,341;19,549;19,484;19,316;19,228;19,228;100,00;100,00;100,00;100,00;100,00;100,00
20,314;19,631;19,5;19,361;19,234;19,274;100,00;100,00;100,00;100,00;100,00;100,00
20,276;19,835;19,531;19,369;19,306;19,308;100,00;100,00;100,00;100,00;100,00;100,00
20,368;19,891;19,642;19,418;19,434;19,344;100,00;100,00;100,00;100,00;100,00;100,00
20,431;19,704;19,726;19,434;19,471;19,422;100,00;100,00;100,00;100,00;100,00;100,00
20,431;19,867;19,763;19,578;19,537;19,539;100,00;100,00;100,00;100,00;100,00;100,00
20,536;19,956;19,879;19,602;19,611;19,553;100,00;100,00;100,00;100,00;100,00;100,00
20,366;20,086;19,888;19,668;19,715;19,705;100,00;100,00;100,00;100,00;100,00;100,00
20,403;20,177;20,14;19,792;19,956;19,866;100,00;100,00;100,00;100,00;100,00;100,00
20,356;20,213;20,164;19,941;20,03;20,035;100,00;100,00;100,00;100,00;100,00;100,00
20,461;20,34;20,134;19,988;20;20,03;100,00;100,00;100,00;100,00;100,00;100,00
20,557;20,329;20,399;20,059;20,183;20,235;100,00;100,00;100,00;100,00;100,00;100,00
20,532;20,496;20,521;20,244;20,378;20,338;100,00;100,00;100,00;100,00;100,00;100,00
20,647;20,517;20,496;20,3;20,301;20,552;100,00;100,00;100,00;100,00;100,00;100,00
20,629;20,378;20,628;20,409;20,421;20,662;100,00;100,00;100,00;100,00;100,00;100,00
20,699;20,62;20,77;20,563;20,835;20,807;100,00;100,00;100,00;100,00;98,92;99,92
20,893;20,805;20,958;20,634;21,001;21,204;100,00;99,90;100,00;100,00;98,60;98,65
20,804;20,759;20,913;20,933;20,979;21,421;100,00;99,30;100,00;98,82;96,15;95,52
20,982;20,974;21,116;21,108;21,306;21,893;100,00;98,70;99,35;96,32;94,30;86,85
21,029;21,094;21,234;21,305;21,776;22,118;100,00;94,80;99,35;90,77;87,30;85,00
21,119;21,151;21,679;21,648;22,02;22,354;100,00;96,60;89,52;88,65;86,40;83,17
21,156;21,437;21,801;21,905;22,154;22,631;100,00;91,25;93,00;87,72;84,87;80,75
21,207;21,413;21,889;22,005;22,328;23,281;100,00;97,20;90,15;88,65;84,57;82,27
21,259;21,545;22,233;22,179;22,419;23,181;100,00;90,65;87,35;91,40;94,00;89,62
21,343;21,795;22,386;22,222;22,661;23,035;96,40;88,30;90,77;94,17;92,77;90,85
21,36;21,956;22,561;22,491;22,983;23,987;96,07;89,47;91,72;92,02;89,72;85,92
21,522;22,364;22,863;22,77;22,848;23,991;97,95;87,12;88,90;90,77;89,10;85,92
21,652;22,667;23,188;23,116;23,507;24,062;96,70;85,65;83,92;85,60;78,92;81,65
21,838;22,76;23,389;23,603;24,129;24,807;96,07;82,75;80,55;80,77;74,77;76,85
21,96;23,118;23,69;24,209;24,322;25,103;97,65;81,60;78,70;74,22;73,90;71,47
22,099;23,41;24,062;24,323;24,685;26,587;97,02;79,85;77,47;74,22;72,15;68,22
22,391;23,616;24,567;24,553;25,027;25,473;90,52;79,00;74,45;72,75;69,52;70,87
22,495;24;24,475;25,145;26,453;26,845;92,07;76,12;75,65;69,22;64,35;66,17
22,645;23,814;24,617;26,661;29,157;28,821;93,30;79,00;75,35;64,87;60,35;60,10
22,836;24,357;25,285;26,003;26,676;29,771;93,30;76,97;75,35;71,27;74,50;57,52
22,932;24,385;25,58;26,15;28,081;28,837;94,22;81,30;76,87;73,65;70,70;64,72
23,077;24,457;25,939;26,06;28,236;27,392;95,47;82,45;72,62;70,40;66,35;69,70
23,23;24,641;26,646;25,752;27,437;26,764;94,85;83,02;76,27;75,42;66,92;68,22
23,606;24,993;27,005;26,264;28,369;28,636;92,37;81,87;70,22;73,35;66,05;60,37
23,854;25,609;27,182;26,86;28,254;28,43;90,52;78,70;71,12;67,20;62,90;58,95
23,785;25,777;27,42;26,233;28,513;28,048;92,07;77,85;68,72;73,65;66,05;61,55
23,883;26,206;28,475;27,004;28,96;29,83;89,30;72,42;62,80;66,02;58,65;54,40
24,219;26,028;27,803;27,259;29,859;28,681;88,70;73,27;66,35;65,45;55,00;56,37
24,893;27,126;28,665;27,194;28,744;28,408;85,02;70,75;62,52;66,60;66,05;57,80
24,719;26,332;27,577;27,138;28,776;29,258;86,25;73,27;71,72;65,45;61,47;55,52
25,054;26,404;27,264;27,372;28,783;30,021;86,55;73,57;73,22;61,70;59,50;53,55
26,019;26,55;28,079;27,447;28,697;29,811;83,22;73,57;68,15;61,97;56,40;54,40
26,27;27,647;28,518;27,825;29,314;30,548;80,80;66,80;62,80;62,85;54,42;50,18
26,204;28,254;28,491;27,65;28,694;30,396;84,42;69,05;67,85;68,65;56,40;47,65
26,097;28,032;28,488;28,231;30,45;29,701;81,70;67,92;65,77;56,55;51,65;52,97
25,519;28,65;28,854;28,794;31,041;31,041;82,92;65,42;62,52;57,70;50,83;47,93
25,237;29,36;28,625;29,107;30,072;31,179;85,35;65,42;65,17;61,97;59,77;47,10
25,467;29,415;28,075;29,399;30,012;30,748;83,22;64,30;64,57;55,70;55,27;47,10
28,087;28,549;28,373;29,11;32,103;31,203;74,25;64,30;59,87;57,70;47,23;47,65
29,119;28,977;28,059;29,506;31,237;30,372;69,52;64,30;68,15;55,42;50,53;50,73
29,822;29,096;28,292;29,558;30,183;30,132;67,17;65,15;66,35;63,42;52,47;53,82
27,624;28,279;28,802;29,707;30,592;30,828;73,95;69,60;63,40;54,85;53,60;49,05
27,27;28,348;28,87;30,13;29,766;30,279;79,00;71,30;60,17;54,57;54,42;52,70
27,095;28,309;28,999;29,977;30,603;31,172;79,30;68,50;59,00;54,30;58,07;49,60
27,16;28,314;28,968;30,253;30,526;30,694;80,50;68,77;59,30;55,15;55,55;51,85
26,278;28,5;28,996;29,479;30,441;31,609;85,95;69,60;64,57;56,27;52,47;49,60
27,064;28,672;29,167;30,304;31,036;31,362;82,62;68,20;67,55;54,85;52,20;51,58
27,515;28,717;29,663;30,375;30,906;31,653;79,30;73,00;56,67;53,72;50,53;48,20
27,237;28,977;30,308;30,608;30,956;31,819;80,50;62,92;59,87;52,33;50,25;49,60
27,315;29,504;30,765;31,243;31,022;32,305;82,62;68,50;54,37;51,48;52,47;46,55
27,022;28,637;30,474;30,253;31,158;33,229;87,47;68,50;55,82;55,42;49,15;44,05
26,917;29,545;30,425;30,64;31,858;33,354;81,70;58,52;54,37;51,20;51,10;44,60
27,135;30,143;29,542;30,796;32,144;32,944;83,52;65,70;67,85;51,78;49,15;45,43
27,506;29,29;29,986;30,665;32,74;33,414;80,50;70,45;56,97;51,20;46,68;42,95
27,433;29,441;30,058;31,006;32,801;33,063;84,72;66,25;63,40;50,65;46,95;47,10
27,299;29,528;30,431;31,323;32,113;33,093;85,65;69,32;56,67;50,93;47,78;44,88
27,244;29,425;30,825;31,3;32,758;33,576;81,40;69,32;52,08;52,90;46,40;43,50
27,171;31,575;31,054;31,566;32,859;32,686;85,95;60,72;52,08;51,20;49,70;45,98
27,279;29,943;30,559;30,841;33,246;33,487;86,55;62,65;58,12;56,00;46,40;42,95
27,708;29,637;31,099;31,456;32,226;33,708;80,80;67,65;58,12;48,98;49,70;42,95
27,389;29,895;31,036;31,902;32,775;33,511;88,37;65,15;57,27;50,08;46,95;44,33
26,926;29,525;30,968;31,584;32,143;33,231;89,30;73,85;54,95;55,42;48,60;45,70
26,807;30,021;31,111;31,793;32,054;33,481;90,22;65,97;52,95;50,08;49,15;44,88
26,888;29,908;31,36;32,031;32,653;33,462;87,77;62,92;55,82;50,08;48,88;44,05
26,991;29,558;31,679;32,313;32,238;33,056;87,47;70,75;56,97;49,25;48,60;45,43
27,09;29,86;31,632;32,476;32,47;33,852;89,60;69,60;59,87;48,13;49,70;43,23
26,704;29,867;31,101;32,128;32,577;34,101;92,37;70,75;57,27;53,72;47,78;43,23
26,885;29,499;30,865;32,244;33,309;33,736;90,22;65,97;58,42;49,53;44,78;41,85
26,633;29,461;30,799;32,547;33,531;32,891;92,37;69,05;57,27;47,03;43,40;42,13
26,696;29,671;30,577;32,338;33,284;34,171;93,00;71,87;59,60;47,30;45,85;41,03
26,883;29,892;30,717;32,671;33,304;34,723;91,75;66,52;62,52;46,48;45,05;40,23
26,807;29,544;30,261;32,771;33,592;34,082;93,30;73,57;60,75;47,58;45,33;41,30
26,75;29,295;30,202;31,581;32,417;33,968;93,00;69,60;61,92;54,85;48,33;39,40
26,777;29,202;30,205;32,302;33,201;33,342;90,52;70,45;66,35;44,55;42,60;42,40
26,761;28,957;30,466;32,358;33,392;33,653;91,45;74,42;58,42;45,93;40,43;42,68
26,755;29,365;30,204;32,304;33,076;33,512;92,67;71,02;62,52;50,93;43,13;41,30
26,609;29,195;30,772;32,73;33,272;33,542;92,67;71,30;53,22;47,03;45,85;41,58
26,562;29,048;30,801;32,335;32,809;32,957;93,60;71,57;59,30;49,25;45,58;44,05
26,733;29,399;30,324;32,386;33,246;33,835;93,00;71,30;62,22;51,48;43,95;40,48
26,485;29,233;30,096;32,217;32,857;34,129;94,22;75,55;66,95;47,30;43,68;40,75
26,287;28,793;29,819;31,448;32,638;32,73;95,47;73,00;70,52;57,97;43,13;42,68
26,284;28,513;29,706;31,607;32,565;33,093;95,15;77,27;73,85;49,80;48,05;43,50
26,124;28,309;29,303;31,446;32,401;32,866;95,47;78,42;74,45;48,98;47,78;45,98
26,141;28,455;29,715;30,469;31,806;32,712;96,07;78,42;73,55;66,60;55,27;44,05
26,098;28,095;29,701;30,649;30,781;32,654;95,15;79,57;72,32;65,15;56,95;53,55
26,034;27,995;28,903;30,386;31,736;32,704;95,15;78,42;72,32;69,82;60,35;47,65
25,993;27,781;28,753;29,927;32,051;32,582;93,92;74,12;73,85;67,47;59,77;52,13
25,96;27,812;28,848;30,14;32,364;32,315;93,30;78,12;74,75;66,02;51,38;49,60
25,765;27,643;28,399;30,873;31,796;31,829;94,85;76,42;75,05;56,55;59,50;55,52
25,826;27,273;28,446;29,929;30,16;31,141;90,82;79,85;74,15;69,22;65,47;64,45
25,702;27,155;28,112;29,879;29,658;31,324;93,92;81,60;76,27;69,22;69,52;61,55
25,641;27,371;28,301;30,667;29,851;30,751;96,40;76,42;73,22;64,00;66,05;62,12
25,546;27,365;28,068;30,545;29,457;30,226;96,70;79,57;75,35;64,57;63,20;62,12
25,455;27,352;28,009;30,05;29,426;30,002;96,70;79,85;73,85;63,15;65,47;63,27
25,426;26,956;27,546;29,01;28,974;30,12;97,02;80,42;77,47;67,20;70,40;62,70
25,256;26,727;27,487;28,645;29,355;29,951;97,32;81,60;78,40;71,87;63,20;65,02
25,109;26,616;27,369;28,728;28,963;29,899;97,02;81,00;71,72;66,32;66,35;61,55
25,051;26,501;27,247;28,395;28,61;29,468;97,65;83,90;76,87;67,47;63,77;62,40
24,942;26,014;26,74;28,012;28,84;29,49;97,95;87,12;79,62;72,45;66,05;66,17
24,822;25,852;26,696;27,769;28,452;28,946;97,02;86,52;76,87;72,45;69,82;68,82
24,738;25,78;26,547;27,789;27,797;28,736;97,32;86,52;80,85;71,87;72,15;68,52
24,609;25,453;26,17;27,239;27,126;28,519;96,70;87,42;81,77;76,60;75,37;70,30
24,514;25,231;25,787;27,217;27,183;28,315;97,32;89,47;84,25;75,12;73,32;70,60
24,385;25,018;25,647;26,895;26,892;27,795;97,02;88,60;85,47;77,20;75,37;71,77
24,265;24,705;25,159;26,492;26,829;27,59;97,95;90,65;86,72;80,47;75,67;70,60
24,165;24,67;25,129;26,865;26,415;27,222;98,57;91,55;87,97;77,20;73,32;71,47
24,012;24,402;24,681;26,18;26,207;26,897;98,90;91,82;91,10;77,20;73,90;70,60
23,945;24,259;24,372;25,777;26,278;26,724;99,20;93,32;92,05;81,67;72,45;70,00
23,86;24,104;24,284;25,567;25,925;26,582;98,27;90,95;90,77;78,10;74,50;70,30
23,801;23,987;24,015;25,197;25,8;26,189;99,52;90,95;94,25;80,77;73,32;71,47
23,704;23,847;23,92;25,237;25,775;26,155;99,52;93,92;93,00;77,20;71,85;70,00
23,558;23,973;24,478;25,235;25,494;25,688;98,27;85,37;82,37;75,70;71,85;74,15
23,505;23,788;24,053;25,06;25,441;25,732;98,90;92,72;88,60;76,60;71,57;70,60
23,398;23,719;24,389;24,986;25,223;25,413;97,65;88,00;80,55;75,42;71,85;71,77
23,398;23,892;24,206;25,091;25,022;25,209;97,65;86,25;83,62;73,35;73,02;71,77
23,328;23,655;24,076;24,472;24,423;24,797;99,20;86,82;82,07;77,80;76,85;74,75
23,238;23,755;23,973;24,36;24,564;24,485;96,70;85,65;83,30;78,40;74,50;76,25
23,098;23,395;23,776;24,148;24,008;24,478;98,57;88,30;83,30;77,80;80,10;75,65
23,05;23,496;23,866;23,907;23,767;23,997;95,77;83,32;82,37;81,37;81,30;79,85
23,028;23,538;23,692;23,767;23,933;23,82;92,37;82,17;81,45;79,87;75,95;80,15
22,901;23,377;23,649;23,615;23,507;23,642;93,30;82,17;79,62;80,77;80,70;80,75
22,839;23,331;23,553;23,511;23,57;23,496;93,92;81,60;80,85;80,77;77,42;80,45
22,741;23,166;23,296;23,564;23,558;23,54;94,22;83,02;81,77;77,50;77,42;75,95
22,645;22,94;23,049;23,444;23,233;23,444;93,92;82,17;82,37;75,42;76,55;75,05
22,558;22,835;23,091;23,025;22,905;23,151;93,60;83,02;81,77;81,97;82,20;80,75
22,503;22,802;22,952;22,958;22,69;22,902;93,30;83,02;83,30;80,47;82,50;81,65
22,446;22,687;22,788;22,717;22,781;22,726;94,22;83,62;83,92;83,50;80,40;81,65
22,366;22,57;22,706;22,669;22,616;22,72;94,85;84,77;84,55;82,57;82,20;81,97
22,294;22,443;22,793;22,539;22,509;22,621;95,47;85,65;82,37;83,20;82,50;82,87
22,2;22,421;22,563;22,679;22,484;22,576;96,40;87,42;84,85;80,17;81,60;81,35
22,149;22,181;22,301;22,504;22,369;22,729;96,07;90,35;86,72;81,37;82,77;79,25
22,067;22,173;22,325;22,275;22,316;22,439;95,77;88,00;86,40;84,10;82,20;80,45
22,081;22,117;22,263;22,218;22,2;22,413;97,32;88,60;86,10;83,80;83,07;81,05
21,963;22,026;22,197;22,251;22,102;22,309;96,40;89,47;86,10;83,20;83,97;82,57
21,948;21,965;22,058;22,02;22,21;22,212;96,40;90,35;87,02;85,30;82,20;82,57
21,862;21,823;21,951;22,184;22,139;22,284;96,40;90,95;87,65;82,87;83,37;82,27
21,795;21,759;21,905;22,084;22,057;22,208;99,20;94,80;89,22;84,40;82,77;82,27
21,773;21,777;21,771;22,085;22,261;22,424;98,90;92,72;90,47;83,50;81,00;79,55
21,743;21,762;21,808;22,097;22,205;22,309;98,57;90,95;90,15;83,20;81,00;81,05
21,747;21,621;21,542;21,85;22,05;22,047;97,02;95,40;95,52;87,42;82,50;82,57
21,663;21,538;21,522;21,807;21,997;21,996;98,57;94,20;94,25;85,90;82,77;82,87
21,642;21,426;21,38;21,874;22,09;22,054;98,90;96,30;96,80;85,30;81,90;82,27
21,597;21,354;21,34;21,765;22,108;22,075;99,52;97,20;96,80;86,52;81,60;81,97
21,468;21,309;21,416;21,761;22,193;22,291;98,90;96,30;95,20;85,30;80,40;81,05
21,514;21,254;21,314;21,82;22,182;22,796;99,82;96,60;93,92;85,60;81,00;77,75
21,496;21,257;21,269;21,921;22,124;22,263;99,20;97,50;96,15;84,10;81,30;80,15
21,429;21,18;21,248;21,681;22,078;22,158;98,90;96,30;94,25;87,12;82,20;81,65
21,452;21,173;21,136;21,828;22,063;22,257;99,52;96,60;95,20;84,70;82,50;80,45
21,401;21,118;21,121;21,838;21,88;22,206;99,52;96,90;97,10;85,00;84,57;80,75
21,36;21,111;21,091;21,652;21,981;22,041;99,20;98,40;97,42;87,12;82,50;82,87
21,366;21,075;21,079;21,758;22,063;22,117;100,00;97,50;94,87;85,60;82,77;80,75
21,293;21,155;21,068;21,779;21,91;23,056;100,00;97,80;97,10;85,60;84,27;74,75
21,263;21,053;21,057;21,767;22,154;23,182;99,82;97,50;96,80;87,12;83,67;75,95
21,309;20,919;21,038;21,588;21,907;22,546;100,00;97,50;94,57;88,05;85,17;80,45
21,205;20,971;21,042;21,706;21,92;22,209;99,52;97,20;95,52;86,22;82,77;81,35
21,199;21,002;21,041;21,805;21,905;22,184;100,00;97,20;97,10;85,00;83,97;81,35
21,18;20,924;21,075;21,403;21,823;22,051;98,90;96,60;95,20;89,57;85,80;84,10
21,194;20,887;20,896;21,406;21,667;22,039;99,20;97,20;97,42;90,17;85,80;83,80
21,189;20,871;20,862;21,74;21,658;22,084;100,00;97,20;98,07;86,52;87,00;82,57
21,127;20,95;20,986;21,652;21,609;21,914;100,00;98,40;96,80;87,42;87,30;84,70
21,109;20,871;20,817;21,403;21,727;22,054;100,00;98,70;98,07;91,70;85,80;82,87
21,106;20,801;20,977;21,303;21,837;22,066;100,00;99,00;96,15;91,70;84,87;84,10
21,085;20,795;20,832;21,434;21,73;22,337;99,52;98,10;97,75;92,02;86,10;83,80
21,134;20,77;20,841;21,311;22,56;21,947;99,20;97,20;99,02;92,02;79,80;85,32
21,1;20,736;20,816;21,336;21,883;22,331;100,00;98,10;99,02;90,17;84,87;82,87
21,124;20,714;20,817;21,37;21,7;22,587;100,00;98,40;98,07;89,87;86,40;80,45
21,154;20,684;20,893;21,355;21,568;21,802;100,00;98,40;96,47;89,87;87,30;85,92
21,133;20,687;20,853;21,493;21,464;21,889;100,00;98,40;98,37;88,95;88,50;84,70
21,097;20,724;20,794;21,406;21,655;21,78;100,00;98,40;98,70;89,87;86,40;85,62
21,149;20,688;20,808;21,208;21,346;21,667;100,00;98,70;98,37;92,32;89,10;87,45
20,999;20,734;20,916;21,231;22,41;21,554;100,00;98,40;96,80;91,10;82,20;86,85
20,973;20,722;21,075;21,094;21,502;21,698;100,00;97,80;94,57;92,62;87,60;86,55
21,134;20,743;20,85;21,373;21,237;21,968;100,00;98,10;96,80;88,95;90,02;85,00
21,041;20,728;20,776;21,069;21,185;21,464;100,00;99,00;97,75;92,62;90,02;89,00
20,936;20,66;20,702;21,091;21,32;21,434;100,00;99,00;99,02;92,62;89,42;88,37
20,971;20,616;20,641;21,099;21,265;21,642;100,00;99,30;99,67;92,02;89,42;86,85
20,952;20,579;20,557;20,988;21,407;21,424;100,00;98,70;99,97;93,55;89,10;88,37
20,993;20,545;20,561;20,903;21,097;21,453;100,00;99,90;99,97;94,17;91,25;88,70
20,916;20,585;20,572;21,323;21,755;21,608;100,00;99,60;100,00;90,17;87,00;86,85
20,953;20,541;20,443;20,832;21,413;21,939;100,00;99,60;100,00;96,65;91,55;85,62
20,884;20,474;20,828;20,876;21,265;21,535;100,00;100,00;98,37;94,17;89,72;87,77
20,838;20,538;20,56;20,866;22,09;21,728;100,00;100,00;99,97;95,40;85,80;88,37
20,925;20,455;20,424;20,865;20,988;21,822;100,00;99,00;100,00;94,47;92,77;87,45
20,872;20,53;20,575;20,857;21,047;21,837;100,00;100,00;99,67;95,10;93,07;86,22
20,882;20,665;20,656;21,001;21,199;21,251;100,00;95,10;99,97;92,02;89,10;89,30
20,903;20,328;20,326;21,047;20,745;21,186;100,00;98,10;99,67;92,02;94,30;89,30
20,757;20,304;20,242;20,443;20,341;20,53;100,00;99,60;100,00;96,32;96,15;95,52
20,799;20,266;20,218;20,496;20,362;20,487;100,00;99,60;100,00;95,10;95,82;94,90
20,759;20,173;20,137;20,233;20,174;20,452;100,00;99,60;100,00;97,57;97,37;95,20
20,631;20,199;20,131;20,049;20,155;20,092;100,00;99,60;100,00;99,12;97,37;98,35
